prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.19501498937606812	tensor(0.3188)	-2	0.3187868595123291
p r z y s z n u r o w y w a ł y   s i ę	p r z y s z n u r o w y w a ł y   s i ę	0.1960853099822998	tensor(0.3195)	-2	0.31946325302124023
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.1952662706375122	tensor(0.3189)	-2	0.3189462125301361
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.17201595306396483	tensor(0.3028)	-2	0.3027769923210144
n a j k r ą g ł i e j s z y c h	n a j k r ą g l e j s z y c h	0.12727127075195313	tensor(0.2624)	0	0.2623613774776459
z i e m i a ń s k i m	z i e m i a ń s k i m	0.19768351316452026	tensor(0.3205)	-2	0.32046234607696533
z a ł a t w i e n i u	z a ł a t w i e n i u	0.19563056230545045	tensor(0.3192)	-2	0.3191766142845154
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.19617341756820678	tensor(0.3195)	-2	0.31951868534088135
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.19436410665512086	tensor(0.3184)	-2	0.3183726966381073
c z e s a ł a b y m	c z e s a ł a b y m	0.19451481103897095	tensor(0.3185)	-2	0.31846877932548523
n i e b e z a w o d n y	n i e b e z z a w o d n y	0.1828166961669922	tensor(0.3107)	-1	0.3106551468372345
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.1932517409324646	tensor(0.3177)	-2	0.31765979528427124
z a s z a m o t u j ą c e m u   s i ę	z a s z a m o t u j ą c e m u   s i ę	0.19466458559036254	tensor(0.3186)	-2	0.31856414675712585
n i e b i t u m i c z n y m	n i e b i t u m i c z n y m	0.1956591486930847	tensor(0.3192)	-2	0.31919464468955994
n i e z a s y p a n i a   s i ę	n i e z a s y p a n i a   s i ę	0.1960353136062622	tensor(0.3194)	-2	0.31943178176879883
n i e u p a t r y w a j ą c a	n i e u p a t r u j ą c a	0.18646682500839235	tensor(0.3132)	1	0.31317138671875
u r y n a l i k a c h	u r y n a l i k a c h	0.1956930637359619	tensor(0.3192)	-2	0.3192160427570343
n i e n a s t a j ą c e	n i e n a s t a j ą c e	0.13528095483779906	tensor(0.4375)	-2	0.43750089406967163
m i n i m a l i z o w a n e	m i n i m a l i z o w a n e	0.19756723642349244	tensor(0.3204)	-2	0.32039010524749756
k i ł k a ł y ś m y   s i ę	k i ć k a ł y ś m y   s i ę	0.11062428951263428	tensor(0.4329)	-1	0.43289071321487427
g o r d i n g ó w	g o r d i n g ó w	0.134659743309021	tensor(0.2700)	-2	0.2699933350086212
n i e r e s t r y k c y j n y	n i e r e s t r y k c y j n y	0.19485821723937988	tensor(0.3187)	-2	0.3186873197555542
s f a n a t y z o w a ł o b y ś	s f a n a t y z o w a ł o b y ś	0.19693900346755983	tensor(0.3200)	-2	0.319998562335968
n i e m u m i o w a n i e   s i ę	n i e m u m i o w a n i e   s i ę	0.1968204379081726	tensor(0.3199)	-2	0.3199244439601898
p t a s z y d ł o	p t a s z y d ł a	0.192258620262146	tensor(0.3170)	-1	0.31701791286468506
p o w y t ł u k a n i a	p o w y t ł u k a n i a	0.1959437370300293	tensor(0.3194)	-2	0.31937411427497864
p o p r z y k l e j a ł y ś m y	p o p r z y k l e j a ł y ś m y	0.19603384733200074	tensor(0.3194)	-2	0.3194308876991272
g a l e r o w y m	g a l e r o w y m	0.1955781102180481	tensor(0.3191)	-2	0.31914347410202026
z e s m a g a n i u	z e s m a g a n i u	0.19634606838226318	tensor(0.3196)	-2	0.31962716579437256
n i e u p l a t a j ą c y c h   s i ę	n i e u p l a t a j ą c y c h   s i ę	0.1962390661239624	tensor(0.3196)	-2	0.3195599615573883
n i e h e k t o l i t r o w o ś c i a m i	n i e h e k t o l i t r o w o ś c i a m i	0.1948256254196167	tensor(0.3187)	-2	0.31866660714149475
n i e p a p r y k u j ą c ą	n i e p a p r y k u j ą c ą	0.19472459554672242	tensor(0.3186)	-2	0.3186023533344269
b ę d z i e   r o z s i e r d z a ć	b ę d z i e   r o z s i e r d z a ć	0.19150818586349488	tensor(0.3165)	-2	0.31652945280075073
n i e p r z e p l e n i e n i a	n i e p r z e p l e n i e n i a	0.17835710048675538	tensor(0.3075)	-2	0.3074818551540375
z a s k l e p i a j ą c y	z a s k l e p i a j ą c y	0.19500107765197755	tensor(0.3188)	-2	0.31877803802490234
z g r a b i a ł e j	z g r a b i a ł e j	0.19695239067077636	tensor(0.3200)	-2	0.3200069069862366
z e s l a w i z o w a n e	z e s l a w i z o w a n e	0.19709551334381104	tensor(0.3201)	-2	0.32009628415107727
b a n d a ż o w a n e	b a n d a ż o w a n e	0.19673372507095338	tensor(0.3199)	-2	0.3198701739311218
n i e p o p r z e g l ą d a n i o m   s i ę	n i e p o p r z e g l ą d a n i o m   s i ę	0.19642236232757568	tensor(0.3197)	-2	0.3196750581264496
e s o w a j ą c ą	e s u j ą c ą	0.18777769804000854	tensor(0.3141)	1	0.31405752897262573
d o b i e r a ł b y   s i ę	d o b i e r a ł b y   s i ę	0.1970011591911316	tensor(0.3200)	-2	0.3200373947620392
k l a n o w e	k l a n o w e	0.19618055820465088	tensor(0.3195)	-2	0.3195231556892395
s e m i n a r i u m e	s e m i n a r i a	0.07586244940757751	tensor(0.3541)	1	0.35413897037506104
l n i a n o w ł o s o ś c i	l n i a n o w ł o s o ś c i	0.1946962833404541	tensor(0.3186)	-2	0.3185843527317047
n i e u p y c h a n y m	n i e u p y c h a n y m	0.19640077352523805	tensor(0.3197)	-2	0.3196614980697632
z a c i s k a m i	z a c i s k a m i	0.19694677591323853	tensor(0.3200)	-2	0.3200033903121948
j a r z ą b k ó w	j a r z ą b k i	0.1841278553009033	tensor(0.3116)	0	0.3115673065185547
o d r ę b y w a ł y b y ś c i e   s i ę	o d r ę b y w a ł y b y ś c i e   s i ę	0.1962001919746399	tensor(0.3195)	-2	0.3195355236530304
n i e s t e r u j ą c ą   s i ę	n i e s t e r u j ą c ą   s i ę	0.1964143395423889	tensor(0.3197)	-2	0.31967002153396606
n a d ę l i ś c i e   s i ę	n a d ę l i ś c i e   s i ę	0.10100232362747193	tensor(0.4558)	-2	0.4558480381965637
o d s z c z e p i e j e c i e	o d s z c z e p i c i e	0.0589336097240448	tensor(0.1669)	1	0.16686129570007324
w y r o i ł y ś m y   s i ę	w y r o i ł y ś m y   s i ę	0.19634180068969725	tensor(0.3196)	-2	0.3196244537830353
n i e f l a k o w a c i e j ą c y m i	n i e f l a k o w a c i e j ą c y m i	0.1743008613586426	tensor(0.3045)	-2	0.3044987916946411
z g n a n y	z g n a n y	0.19435187578201293	tensor(0.3184)	-2	0.3183648884296417
g ę d c ą c y c h   s i ę	g ę s z c z ą c y c h   s i ę	0.10263545513153076	tensor(0.2337)	1	0.23365698754787445
o d s e d n i a j ą c ą   s i ę	o d s e d n i a j ą c ą   s i ę	0.1970396399497986	tensor(0.3201)	-2	0.32006141543388367
ż ó ł c i o w o ś c i ą	ż ó ł c i o w o ś c i ą	0.19500331878662108	tensor(0.3188)	-2	0.31877946853637695
b i o s t e r u j ą c e m u   s i ę	b i o s t e r u j ą c e m u   s i ę	0.19583184719085694	tensor(0.3193)	-2	0.31930360198020935
s z t a f i r u j e c i e	s z t a f i r u j e c i e	0.18973312377929688	tensor(0.3154)	-2	0.3153623938560486
p r z y p a d k o w y c h	p r z y p a d k o w y c h	0.19713351726531983	tensor(0.3201)	-2	0.3201200067996979
z a d r z y m a n i a	z a d r z y m a n i a	0.19593087434768677	tensor(0.3194)	-2	0.3193660378456116
g r a j c a r k o w a t y m	g r a j c a r k o w a t y m	0.19626604318618773	tensor(0.3196)	-2	0.3195768892765045
n i e k o w a l e n c y j n e	n i e k o w a l e n c y j n e	0.1975123405456543	tensor(0.3204)	-2	0.32035598158836365
n i e z a g r e g o w a n e j	n i e z a g r e g o w a n e j	0.19629968404769899	tensor(0.3196)	-2	0.3195980191230774
n i e l e w a r o w a n i	n i e l e w a r o w a n i	0.19577364921569823	tensor(0.3193)	-2	0.3192669153213501
n i e p r a j a ń s k o ś c i	n i e p r a j a ń s k o ś c i	0.1960301160812378	tensor(0.3194)	-2	0.31942853331565857
r o z d e p t y w a ł y b y ś c i e	r o z d e p t y w a ł y b y ś c i e	0.197252357006073	tensor(0.3202)	-2	0.3201940953731537
w a r i a c t w a	w a r i a c t w a	0.19665344953536987	tensor(0.3198)	-2	0.31981992721557617
c h l e b n e	c h l e b n e	0.1964234709739685	tensor(0.3197)	-2	0.3196757435798645
s z a k l o w a n e	s z a k l o w a n e	0.19743378162384034	tensor(0.3203)	-2	0.3203071057796478
m o n a r c h i c z n y m	m o n a r c h i c z n y m	0.19682127237319946	tensor(0.3199)	-2	0.3199249505996704
o d p o w i e d z i a l n o ś c i ą	o d p o w i e d z i a l n o ś c i ą	0.19608240127563475	tensor(0.3195)	-2	0.3194614052772522
n i e n a s z a r p a n y c h	n i e n a s z a r p a n y c h	0.19592199325561524	tensor(0.3194)	-2	0.3193604350090027
n i e w l i c z a j ą c ą	n i e w l i c z a j ą c ą	0.19595142602920532	tensor(0.3194)	-2	0.31937897205352783
b a r b e c u	b a r b e c u e	0.18764898777008057	tensor(0.3140)	-1	0.3139709532260895
b r a n z l u j ą c y m   s i ę	b r a n z l u j ą c y m   s i ę	0.19707882404327393	tensor(0.3201)	-2	0.3200858533382416
n i e p ó ł t e c h n i c z n e j	n i e p ó ł t e c h n i c z n e j	0.19544206857681273	tensor(0.3191)	-2	0.31905749440193176
w y j ą k i w a n i u	w y j ą k i w a n i u	0.1965262770652771	tensor(0.3197)	-2	0.3197402060031891
n i e p r z e d r u k o w a ń   s i ę	n i e p r z e d r u k o w a ń   s i ę	0.1955435037612915	tensor(0.3191)	-2	0.3191215991973877
s y b i l i j n ą	s y b i l i j n ą	0.19661455154418944	tensor(0.3198)	-2	0.31979554891586304
p o m e c z o w o ś c i ą	p o m e c z o w o ś c i ą	0.19592616558074952	tensor(0.3194)	-2	0.3193630576133728
n i e r e f i n a n s u j ą c y m i	n i e r e f i n a n s u j ą c y m i	0.19508649110794068	tensor(0.3188)	-2	0.31883224844932556
n i e h e b e l k o w a	n i e h e b e l k o w a	0.19452115297317504	tensor(0.3185)	-2	0.31847283244132996
o m r o w i ł y ś m y   s i ę	o m r o w i ł y ś m y   s i ę	0.19746097326278686	tensor(0.3203)	-2	0.32032403349876404
d o s k r o b a ł b y ś	d o s k r o b a ł b y ś	0.19670236110687256	tensor(0.3199)	-2	0.31985053420066833
z m a j s t r o w a ł b y ś   s i ę	z m a j s t r o w a ł b y ś   s i ę	0.1962578296661377	tensor(0.3196)	-2	0.31957173347473145
l i g a ł y ś m y   s i ę	l i g a ł y ś m y   s i ę	0.19667080640792847	tensor(0.3198)	-2	0.3198307752609253
w y w o ł y w a n y m i	w y w o ł y w a n y m i	0.19638344049453735	tensor(0.3197)	-2	0.3196506202220917
n i e c h m i e l n o ś c i	n i e c h m i e l n o ś c i	0.19626202583312988	tensor(0.3196)	-2	0.31957435607910156
d w u p r z ę s ł o w y m i	d w u p r z ę s ł o w y m i	0.19744988679885864	tensor(0.3203)	-2	0.3203171193599701
r o z p a l o n e g o	r o z p a l o n e g o	0.19569956064224242	tensor(0.3192)	-2	0.3192201554775238
b ę d ę   n a p a s t o w a ł o   s i ę	b ę d ę   n a p a s t o w a ł o   s i ę	0.1964543104171753	tensor(0.3197)	-2	0.3196951150894165
n i e b u l d o ż y m	n i e b u l d o ż y m	0.1965627670288086	tensor(0.3198)	-2	0.31976309418678284
m i a s t k o w s k i m	m i a s t k o w s k i m	0.1972403883934021	tensor(0.3202)	-2	0.3201866149902344
d r u ż b i ą c ą   s i ę	d r u ż b i ą c ą   s i ę	0.19582117795944215	tensor(0.3193)	-2	0.3192968964576721
z d u m i e w a ł y ś c i e	z d u m i e w a ł y ś c i e	0.1971888542175293	tensor(0.3202)	-2	0.3201545178890228
p o p i l n o w a ł y b y	p o p i l n o w a ł y b y	0.197407066822052	tensor(0.3203)	-2	0.3202904462814331
z m u s z a ł y   s i ę	z m u s z a ł y   s i ę	0.1975790739059448	tensor(0.3204)	-2	0.3203974664211273
h i e r o g l i f a c h	h i e r o g l i f a c h	0.12726062536239624	tensor(0.4312)	-2	0.43122875690460205
p r z y k r a s i ł y ś c i e	p r z y k r a s i ł y ś c i e	0.19670491218566893	tensor(0.3199)	-2	0.31985214352607727
z a ś c i e l a j ą c y c h	z a ś c i e l a j ą c y c h	0.1949589729309082	tensor(0.3188)	-2	0.3187513053417206
t u c z a	t u c z y	0.1815425992012024	tensor(0.3098)	-1	0.30975979566574097
s t a l o s z c z ę d n y c h	s t a l o o s z c z ę d n y c h	0.12847477197647095	tensor(0.4471)	-1	0.4471395015716553
n i e z a s n u w a n e	n i e z a s n u w a n e	0.19676971435546875	tensor(0.3199)	-2	0.3198927044868469
n i e k a u d y ń s k i	n i e k a u d y ń s k i	0.19592469930648804	tensor(0.3194)	-2	0.3193621337413788
n i e o b s i a d ł e	n i e o b s i a d ł e	0.19667353630065917	tensor(0.3198)	-2	0.3198325037956238
n i e w i o n e j	n i e w i t e j	0.1952788710594177	tensor(0.3190)	0	0.3189541697502136
n i e s k o p i o n y m	n i e s k o p i o n y m	0.19431086778640747	tensor(0.3183)	-2	0.3183387219905853
ś w i a d c z ą c y c h   s i ę	ś w i a d c z ą c y c h   s i ę	0.19675499200820923	tensor(0.3199)	-2	0.3198834955692291
n i e s t e r b u r t o w y c h	n i e s t e r b u r t o w y c h	0.19508953094482423	tensor(0.3188)	-2	0.31883418560028076
k o l b i a s t a	k o l b i a s t a	0.19587981700897217	tensor(0.3193)	-2	0.31933385133743286
s l a m s o w o ś c i a m i	s l a m s o w o ś c i a m i	0.19780322313308715	tensor(0.3205)	-2	0.32053667306900024
k o z a k o w a n i e	k o z a k o w a n i e	0.1960681438446045	tensor(0.3195)	-2	0.3194524645805359
r u s z a n y m	r u s z a n y m	0.19677283763885497	tensor(0.3199)	-2	0.3198946416378021
n i e b e z m y s ł o w ą	n i e b e z z m y s ł o w ą	0.1548845052719116	tensor(0.2889)	-1	0.28887131810188293
n i e r e l i k w i a r z o w e	n i e r e l i k w i a r z o w e	0.19731876850128174	tensor(0.3202)	-2	0.3202354907989502
n i e p r z e c h ł a d z a j ą c y m   s i ę	n i e p r z e c h ł a d z a j ą c y m   s i ę	0.19496231079101561	tensor(0.3188)	-2	0.3187534213066101
o s z o ł o m s k ą	o s z o ł o m s k ą	0.19658637046813965	tensor(0.3198)	-2	0.3197779059410095
n i e p a r e n c h y m a t y c z n e	n i e p a r e n c h y m a t y c z n e	0.19533623456954957	tensor(0.3190)	-2	0.3189904987812042
p r z e d r u k a r s k i m	p r z e d d r u k a r s k i m	0.1725691556930542	tensor(0.3032)	-1	0.30319663882255554
c h y t r u ś k o ś c i	c h y t r u ś k o ś c i	0.1967708945274353	tensor(0.3199)	-2	0.3198934495449066
p r z e k o m p o n o w u j ą c y c h   s i ę	p r z e k o m p o n o w u j ą c y c h   s i ę	0.19620829820632935	tensor(0.3195)	-2	0.3195405900478363
n i e d y n a m o e l e k t r y c z n y c h	n i e d y n a m o e l e k t r y c z n y c h	0.18936814069747926	tensor(0.3151)	-2	0.3151203691959381
s a k r a l i z o w a ł y	s a k r a l i z o w a ł y	0.19660662412643432	tensor(0.3198)	-2	0.3197905719280243
n i e d o m o f o n o w o ś c i	n i e d o m o f o n o w o ś c i	0.1950163722038269	tensor(0.3188)	-2	0.31878775358200073
m e t k o w a ł y ś c i e	m e t k o w a ł y ś c i e	0.19618406295776367	tensor(0.3195)	-2	0.3195253610610962
p o d z i e r a n y m	p o d d z i e r a n y m	0.19533129930496215	tensor(0.3190)	-1	0.3189873993396759
d r u m l a	d r u m l e	0.19207078218460083	tensor(0.3169)	-1	0.3168959319591522
n i e r o z m a z g a j a n e	n i e r o z m a z g a j a n e	0.18726644515991211	tensor(0.3137)	-2	0.313713014125824
h o r a c j a n i z u j ą c e m u   s i ę	h o r a c j a n i z u j ą c e m u   s i ę	0.1968163013458252	tensor(0.3199)	-2	0.3199218213558197
o d t u r k o t a ł y ś m y	o d t u r k o t a ł y ś m y	0.19598278999328614	tensor(0.3194)	-2	0.3193987309932709
c h y b i a ł e ś	c h y b i a ł e ś	0.19675229787826537	tensor(0.3199)	-2	0.319881796836853
n i e w y p a l e n i s k o w y c h	n i e w y p a l e n i s k o w y c h	0.19719963073730468	tensor(0.3202)	-2	0.32016122341156006
z a r a c h o w u j e c i e   s i ę	z a r a c h o w u j e m y   s i ę	0.16728670597076417	tensor(0.2991)	1	0.2991163432598114
g o ł a w o ś c i	g o ł a w o ś c i	0.19570860862731934	tensor(0.3192)	-2	0.31922587752342224
n i e r e c e p c j o n a l n y	n i e r e c e p c j o n a l n y	0.1954247236251831	tensor(0.3190)	-2	0.3190464973449707
s a m c z y k u	s a m c z y k o w i	0.16457160711288452	tensor(0.2970)	1	0.29695457220077515
d w o r n o ś ć	d w o r n o ś ć	0.19640045166015624	tensor(0.3197)	-2	0.31966128945350647
z m a t e r i a l i z o w a ł o b y ś   s i ę	z m a t e r i a l i z o w a ł o b y ś   s i ę	0.19516966342926026	tensor(0.3189)	-2	0.3188849985599518
n i e b i e ż u ń s k o ś ć	n i e b i e ż u ń s k o ś ć	0.19767059087753297	tensor(0.3205)	-2	0.32045435905456543
p o k r w a w i e n i a	p o k r w a w i e n i a	0.19567404985427855	tensor(0.3192)	-2	0.31920403242111206
n a k r a p i a j ą c e   s i ę	n a k r a p i a j ą c e   s i ę	0.19658920764923096	tensor(0.3198)	-2	0.3197796642780304
f i o r y t u r a m i	f i o r y t u r a m i	0.19617867469787598	tensor(0.3195)	-2	0.3195219933986664
b a c o w s k i e	b a c o w s k i e	0.1967554807662964	tensor(0.3199)	-2	0.319883793592453
u b a j k o w i a ł y	u b a j k o w i a ł y	0.19713304042816163	tensor(0.3201)	-2	0.3201196789741516
p r z e o r y w a m y   s i ę	p r z e o r y w a c i e   s i ę	0.19267723560333253	tensor(0.3173)	1	0.3172890841960907
n i e w y s t a w o w a n i e	n i e w y s t a w o w a n i e	0.19578330516815184	tensor(0.3193)	-2	0.3192729949951172
n i e p r ę g i e r z o w o ś c i	n i e p r ę g i e r z o w o ś c i	0.19579486846923827	tensor(0.3193)	-2	0.3192802667617798
b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	0.19755834341049194	tensor(0.3204)	-2	0.32038456201553345
a n g a ż o w a n e j	a n g a ż o w a n e j	0.19707783460617065	tensor(0.3201)	-2	0.3200852572917938
n i e ł o w i e c k i e j	n i e ł o w i e c k i e j	0.19375683069229127	tensor(0.3180)	-2	0.31798428297042847
n i e z a b a b r a n i o m   s i ę	n i e z a b a b r a n i o m   s i ę	0.19481806755065917	tensor(0.3187)	-2	0.31866177916526794
w y t a ń c o w u j ą c y m   s i ę	w y t a ń c o w u j ą c y m   s i ę	0.19299793243408203	tensor(0.3175)	-2	0.31749624013900757
r o z m o n t o w a n y	r o z m o n t o w a n y	0.1975469708442688	tensor(0.3204)	-2	0.32037749886512756
z g r a b n y m i	z g r a b n i e j s z y m i	0.09872008562088012	tensor(0.4161)	3	0.41612112522125244
t e r m o s k o p o m	t e r m o s k o p o m	0.1971577525138855	tensor(0.3201)	-2	0.32013511657714844
n i e b i g o w a n e	n i e b i g o w a n e	0.19706358909606933	tensor(0.3201)	-2	0.3200763761997223
w c h y l i ć   s i ę	w c h y l i ć   s i ę	0.15102699995040894	tensor(0.2855)	-2	0.2854858338832855
p e d o g r a	p e d o g r z e	0.13518035411834717	tensor(0.2705)	0	0.2705155313014984
w y i n t e r p r e t o w a ł y b y	w y i n t e r p r e t o w a ł y b y	0.19712764024734497	tensor(0.3201)	-2	0.3201163411140442
l o k a u t o w a n y m	l o k a u t o w a n y m	0.19607502222061157	tensor(0.3195)	-2	0.3194567859172821
s z e ś d z i e s i ę c i o l k i t a	s z e ś ć d z i e s i ę c i o l a t k o w i	0.12760136127471924	tensor(0.2627)	4	0.2627113163471222
u p o w s z e c h n i a ł o m	u p o w s z e c h n i a ł o m	0.1950115442276001	tensor(0.3188)	-2	0.3187846839427948
p o n i e c h a ł o b y m   s i ę	p o n i e c h a ł o b y m   s i ę	0.19399086236953736	tensor(0.3181)	-2	0.3181341886520386
u k ą s z   s i ę	u k ą s i c i e   s i ę	0.08838428258895874	tensor(0.2144)	2	0.2144256830215454
n i e d e n a t u r o w a n a	n i e d e n a t u r o w a n a	0.19642372131347657	tensor(0.3197)	-2	0.31967589259147644
d e f r a u d o w a ł o	d e f r a u d o w a ł o	0.1955968976020813	tensor(0.3192)	-2	0.31915533542633057
n i e u m i t y g o w a n y c h	n i e u m i t y g o w a n y c h	0.19619438648223878	tensor(0.3195)	-2	0.3195318579673767
r o z p l a n t o w y w a ł y b y ś c i e   s i ę	r o z p l a n t o w y w a ł y b y ś c i e   s i ę	0.19680010080337523	tensor(0.3199)	-2	0.3199117183685303
n i e p r z e i n s t a l o w a n y c h	n i e p r z e i n s t a l o w a n y c h	0.19591227769851685	tensor(0.3194)	-2	0.3193542957305908
n i e z d o b n i c z a	n i e z d o b n i c z a	0.19598883390426636	tensor(0.3194)	-2	0.3194025158882141
n i e w y p r z y z w o i c i a ł a	n i e w y p r z y z w o i c i a ł a	0.19024043083190917	tensor(0.3157)	-2	0.31569764018058777
n i e t r e j k o c z ą c y m i	n i e t r e j k o c ą c y m i	0.18761268854141236	tensor(0.3139)	-1	0.3139464855194092
u n i e d r o ż n i ł y ś c i e   s i ę	u n i e d r o ż n i ł y ś c i e   s i ę	0.19759161472320558	tensor(0.3204)	-2	0.3204052746295929
n i e p l u g a w i ą c a   s i ę	n i e p l u g a w i ą c a   s i ę	0.19311901330947875	tensor(0.3176)	-2	0.31757432222366333
w s z e c h m i ł o s i e r n y c h	w s z e c h m i ł o s i e r n y c h	0.1957912564277649	tensor(0.3193)	-2	0.3192780315876007
o b s r y w a j ą c y m   s i ę	o b s r y w a j ą c y m   s i ę	0.18894797563552856	tensor(0.3148)	-2	0.3148409128189087
n i e o ś c i e ż n i c o w o ś c i	n i e o ś c i e ż n i c o w o ś c i	0.19648325443267822	tensor(0.3197)	-2	0.3197132349014282
m ł o t e c z k o w a n y m	m ł o t e c z k o w a n y m	0.1970155954360962	tensor(0.3200)	-2	0.32004639506340027
c h u s t k o w y	c h u s t k o w y	0.19576961994171144	tensor(0.3193)	-2	0.31926438212394714
o c i e n i a j ą c e   s i ę	o c i e n i a j ą c e   s i ę	0.1976447343826294	tensor(0.3204)	-2	0.3204382658004761
f l u o r y z o w a n y m	f l u o r y z o w a n y m	0.19697766304016112	tensor(0.3200)	-2	0.32002270221710205
s z k ó ł k a r s k i c h	s z k ó ł k a r s k i c h	0.195805561542511	tensor(0.3193)	-2	0.3192870318889618
o p a r s z y w i a ł y	o p a r s z y w i a ł y	0.19689286947250367	tensor(0.3200)	-2	0.31996971368789673
n i e k l e p a r s k o ś c i a c h	n i e k l e p a r s k o ś c i a c h	0.19721821546554566	tensor(0.3202)	-2	0.32017281651496887
d e g r a d o w a n e j	d e g r a d o w a n e j	0.19707988500595092	tensor(0.3201)	-2	0.3200865089893341
p r z y c z a n i e m   s i ę	p r z y c z a j e n i e m   s i ę	0.19628684520721434	tensor(0.3196)	0	0.3195899724960327
n i e m i c h a ł o w s k i	n i e m i c h a ł o w s c y	0.19360923767089844	tensor(0.3179)	0	0.31788960099220276
