prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e s k o p i o n y m	n i e s k o p i o n y m	0.19508174657821656	tensor(0.3188)	-2	0.3188292384147644
k o z a k o w a n i e	k o z a k o w a n i e	0.19466016292572022	tensor(0.3186)	-2	0.3185613453388214
n i e p r z e c h ł a d z a j ą c y m   s i ę	n i e p r z e c h ł a d z a j ą c y m   s i ę	0.16744199991226197	tensor(0.2992)	-2	0.2992386519908905
n i e d y n a m o e l e k t r y c z n y c h	n i e d y n a m o e l e k t r y c z n y c h	0.19679441452026367	tensor(0.3199)	-2	0.31990817189216614
s a m c z y k o w i	s a m c z y k o w i	0.18284512758255006	tensor(0.3107)	-2	0.3106750547885895
p o k r w a w i e n i a	p o k r w a w i e n i a	0.19549298286437988	tensor(0.3191)	-2	0.3190896511077881
f i o r y t u r a m i	f i o r y t u r a m i	0.19553558826446532	tensor(0.3191)	-2	0.31911659240722656
n i e ł o w i e c k i e j	n i e ł o w i e c k i e j	0.1937137484550476	tensor(0.3180)	-2	0.3179566562175751
u p o w s z e c h n i a ł o m	u p o w s z e c h n i a ł o m	0.1970590591430664	tensor(0.3201)	-2	0.32007354497909546
o b s r y w a j ą c y m   s i ę	o b s r y w a j ą c y m   s i ę	0.19120829105377196	tensor(0.3163)	-2	0.31633347272872925
n i e k l e p a r s k o ś c i a c h	n i e k l e p a r s k o ś c i a c h	0.19512790441513062	tensor(0.3189)	-2	0.3188585042953491
a n i e l ą	a n i e l ą	0.19380631446838378	tensor(0.3180)	-2	0.31801602244377136
p r z y m a r z ł y m	p r z y m a r z ł y m	0.19694170951843262	tensor(0.3200)	-2	0.32000023126602173
t a b l e t k u j e	t a b l e t k u j e	0.19455212354660034	tensor(0.3185)	-2	0.3184925615787506
d ó j u	d o j u	0.17333701848983765	tensor(0.3038)	-1	0.3037761449813843
p r z e p r a w i a ł a b y m	p r z e p r a w i a ł a b y m	0.1953059196472168	tensor(0.3190)	-2	0.31897130608558655
p r z e r e j e s t r o w a ł o b y m	p r z e r e j e s t r o w a ł o b y m	0.19648056030273436	tensor(0.3197)	-2	0.3197115361690521
n i e s i e k n i ę t y c h	n i e s i e k n i ę t y c h	0.19576131105422973	tensor(0.3193)	-2	0.3192591071128845
n i e p r z e n i c o w y w a n i e	n i e p r z e n i c o w y w a n i e	0.1956194281578064	tensor(0.3192)	-2	0.3191695809364319
z a w ł ó c z y ł y b y   s i ę	z a w ł ó c z y ł y b y   s i ę	0.19260764122009277	tensor(0.3172)	-2	0.3172440528869629
s z o ł o m i ą c e j	s z o ł o m i ą c e j	0.15723408460617067	tensor(0.2909)	-2	0.29088613390922546
w y c z e k i w a n e	w y c z e k i w a n e	0.19647425413131714	tensor(0.3197)	-2	0.31970760226249695
k o n c e n t r u j ą c e m u	k o n c e n t r u j ą c e m u	0.19693137407302858	tensor(0.3200)	-2	0.319993793964386
k a p i n o s ó w	k a p i n o s ó w	0.17338414192199708	tensor(0.3038)	-2	0.30381160974502563
k a c e r s k u	k a c e r s k u	0.19591270685195922	tensor(0.3194)	-2	0.3193545639514923
n i e o k u l e n i u	n i e o k u l e n i u	0.19526443481445313	tensor(0.3189)	-2	0.3189450204372406
n i e s k a l e c z o n e g o	n i e s k a l e c z o n e g o	0.19521670341491698	tensor(0.3189)	-2	0.3189148008823395
n i e o ś m n a s t o l e t n i ą	n i e o ś m n a s t o l e t n i ą	0.1962020516395569	tensor(0.3195)	-2	0.3195366859436035
p o w y g o s p o d a r o w y w a n e	p o w y g o s p o d a r o w y w a n e	0.1968228816986084	tensor(0.3199)	-2	0.3199259638786316
w k u r z o n e	w k u r z o n e	0.19561185836791992	tensor(0.3192)	-2	0.31916481256484985
n i e p r z e s z c z e p i a j ą c y m   s i ę	n i e p r z e s z c z e p i a j ą c y m   s i ę	0.19643495082855225	tensor(0.3197)	-2	0.3196829557418823
n i e u z i e m i o n e	n i e u z i e m i o n e	0.19584197998046876	tensor(0.3193)	-2	0.3193100094795227
n i e u g ł a d z e n i a   s i ę	n i e u g ł a d z e n i a   s i ę	0.18846821784973145	tensor(0.3145)	-2	0.31452062726020813
n i e o t r z e ź w i a ł y	n i e o t r z e ź w i a ł y	0.18049482107162476	tensor(0.3090)	-2	0.30901673436164856
w y c z y s z c z a j ą c	w y c z y s z c z a j ą c	0.194723641872406	tensor(0.3186)	-2	0.3186017572879791
p o w y s y p y w a ć	p o w y s y p y w a ć	0.19628069400787354	tensor(0.3196)	-2	0.3195860981941223
z a n i ż o n a	z a n i ż o n a	0.19705454111099244	tensor(0.3201)	-2	0.32007071375846863
u l e p i a	u l e p i a	0.19645683765411376	tensor(0.3197)	-2	0.31969666481018066
p r o c e n t o w n i	p r o c e n t o w n i	0.19394273757934571	tensor(0.3181)	-2	0.3181033730506897
t o l e r a n c k o ś c i ą	t o l e r a n c k o ś c i ą	0.19587830305099488	tensor(0.3193)	-2	0.31933289766311646
w o d o r o t l e n k o w o ś c i	w o d o r o t l e n k o w o ś c i	0.19550565481185914	tensor(0.3191)	-2	0.3190976679325104
n i e z e s z ł o t y g o d n i o w o ś c i ą	n i e z e s z ł o t y g o d n i o w o ś c i ą	0.1945434808731079	tensor(0.3185)	-2	0.3184870481491089
n i e p r z e g a l o p o w a n i a   s i ę	n i e p r z e g a l o p o w a n i a   s i ę	0.19027469158172608	tensor(0.3157)	-2	0.31572023034095764
n i e w y m ł a c a j ą c y	n i e w y m ł a c a j ą c y	0.19499391317367554	tensor(0.3188)	-2	0.3187735080718994
f u n d a m e n t o w o ś c i a c h	f u n d a m e n t o w o ś c i a c h	0.19545941352844237	tensor(0.3191)	-2	0.31906843185424805
k a r i m a t a c h	k a r i m a t a c h	0.19366121292114258	tensor(0.3179)	-2	0.3179229497909546
n i e o b s e s j o n a l n o ś c i	n i e o b s e s j o n a l n o ś c i	0.19687221050262452	tensor(0.3200)	-2	0.31995680928230286
n i e l o m b a r d z k i e j	n i e l o m b a r d z k i e j	0.19225322008132933	tensor(0.3170)	-2	0.3170143961906433
p ł a t n i c a m i	p ł a t n i c a m i	0.19620373249053955	tensor(0.3195)	-2	0.3195377290248871
n i e g u b e r n a t o r s k o ś c i a c h	n i e g u b e r n a t o r s k o ś c i a c h	0.19479373693466187	tensor(0.3186)	-2	0.31864631175994873
z g r z e c z n i e n i u	z g r z e c z n i e n i u	0.1946273922920227	tensor(0.3185)	-2	0.3185405135154724
b ę d z i e c i e   p o d z w a n i a ł y	b ę d z i e c i e   p o d z w a n i a ł y	0.19558414220809936	tensor(0.3191)	-2	0.3191472887992859
n i e p a t o g e n i c z n y	n i e p a t o g e n i c z n y	0.19609736204147338	tensor(0.3195)	-2	0.3194708228111267
m a l e n i e c z k i	m a l e n i e c z k i	0.1944662094116211	tensor(0.3184)	-2	0.3184378147125244
b ę d z i e m y   p o d ł a z i l i	b ę d z i e m y   p o d ł a z i l i	0.19397807121276855	tensor(0.3181)	-2	0.31812599301338196
b ę d z i e c i e   a n g i e l s z c z y ł y	b ę d z i e c i e   a n g i e l s z c z y ł y	0.1769607186317444	tensor(0.3065)	-2	0.3064654469490051
n i e l i l i o w o n i e b i e s k i e m u	n i e l i l i o w o n i e b i e s k i e m u	0.19281724691390992	tensor(0.3174)	-2	0.31737959384918213
p e r y f r a z o w a ł o b y ś   s i ę	p e r y f r a z o w a ł o b y ś   s i ę	0.19659793376922607	tensor(0.3198)	-2	0.31978511810302734
n a k r y ł y b y ś m y	n a k r y ł y b y ś m y	0.19635339975357055	tensor(0.3196)	-2	0.31963175535202026
n i e w y g ł a d z e n i o w o ś ć	n i e w y g ł a d z e n i o w o ś ć	0.19647786617279053	tensor(0.3197)	-2	0.3197098672389984
n i e w i o s ł o n o g o ś c i a m i	n i e w i o s ł o n o g o ś c i a m i	0.19663097858428955	tensor(0.3198)	-2	0.3198058307170868
n i e o d p r a w u j ą c y   s i ę	n i e o d p r a w u j ą c y   s i ę	0.19679254293441772	tensor(0.3199)	-2	0.31990697979927063
p o t r z ą c h a n i e	p o t r z ą c h a n i e	0.19323235750198364	tensor(0.3176)	-2	0.3176473081111908
p o c h w y t ó w	p o c h w y t ó w	0.18897954225540162	tensor(0.3149)	-2	0.314861923456192
p r z y n i s z c z a j ą c y c h	p r z y n i s z c z a j ą c y c h	0.1957796573638916	tensor(0.3193)	-2	0.31927070021629333
p a r l a m e n t a r n ą	p a r l a m e n t a r n ą	0.19690796136856079	tensor(0.3200)	-2	0.31997916102409363
l i t e r n i c z k ą	l i t e r n i c z k ą	0.19450001716613768	tensor(0.3185)	-2	0.3184593617916107
n i e z w i k ł a n i a c h   s i ę	n i e z w i k ł a n i a c h   s i ę	0.19413411617279053	tensor(0.3182)	-2	0.31822583079338074
b e z u ż y t e c z n o ś c i a c h	b e z u ż y t e c z n o ś c i a c h	0.1967628002166748	tensor(0.3199)	-2	0.3198883831501007
k w a l i f i k a c j i	k w a l i f i k a c j i	0.17908451557159424	tensor(0.3080)	-2	0.30800700187683105
o d w d z i ę c z a j ą c e   s i ę	o d w d z i ę c z a j ą c e   s i ę	0.19316908121109008	tensor(0.3176)	-2	0.3176065683364868
n a w i e t r z n e m u	n a w i e t r z n e m u	0.19687641859054567	tensor(0.3200)	-2	0.319959431886673
p o d n i e s i e n i o w y m	p o d n i e s i e n i o w y m	0.19691544771194458	tensor(0.3200)	-2	0.3199838101863861
s o l a n k o w a ł o   s i ę	s o l a n k o w a ł o   s i ę	0.19685181379318237	tensor(0.3199)	-2	0.3199440538883209
n i e p r z e c i w k i ł o w e m u	n i e p r z e c i w k i ł o w e m u	0.19719494581222535	tensor(0.3202)	-2	0.32015830278396606
p o p r o s z e n i a	p o p r o s z e n i a	0.19526007175445556	tensor(0.3189)	-2	0.31894227862358093
o g ó l n o l u d z k o ś c i a m i	o g ó l n o l u d z k o ś c i a m i	0.19630961418151854	tensor(0.3196)	-2	0.3196042776107788
d o r y ł y b y   s i ę	d o r y ł y b y   s i ę	0.19480284452438354	tensor(0.3187)	-2	0.31865212321281433
o d m i n o w y w a n e g o	o d m i n o w y w a n e g o	0.19640450477600097	tensor(0.3197)	-2	0.3196638226509094
m a c i e ń k i e	m a c i e ń k i e	0.19314312934875488	tensor(0.3176)	-2	0.3175898492336273
n i e b a s t o w a n i e	n i e b a s t o w a n i e	0.1946462035179138	tensor(0.3186)	-2	0.3185524642467499
p r z e w ę d z i l i ś c i e   s i ę	p r z e w ę d z i l i ś c i e   s i ę	0.19423377513885498	tensor(0.3183)	-2	0.31828948855400085
l e g o m i n i e	l e g o m i n i e	0.18880151510238646	tensor(0.3147)	-2	0.3147432506084442
k r ó l o b ó j c z o ś c i	k r ó l o b ó j c z o ś c i	0.19584455490112304	tensor(0.3193)	-2	0.31931164860725403
z ł o c ą c y   s i ę	z ł o c ą c y   s i ę	0.1908210277557373	tensor(0.3161)	-2	0.31607961654663086
p r z y m n o ż y l i ś c i e	p r z y m n o ż y l i ś c i e	0.1944527268409729	tensor(0.3184)	-2	0.31842923164367676
r a c i e c h o w i c k i e j	r a c i e c h o w i c k i e j	0.19489307403564454	tensor(0.3187)	-2	0.31870946288108826
n i e p ł o m y k o w a t o ś c i	n i e p ł o m y k o w a t o ś c i	0.19684216976165772	tensor(0.3199)	-2	0.3199380338191986
u ł a s k a w i a l i b y ś m y	u ł a s k a w i a l i b y ś m y	0.19665695428848268	tensor(0.3198)	-2	0.3198221027851105
n i e b o l e s ł a w i e c k o ś c i	n i e b o l e s ł a w i e c k o ś c i	0.19651856422424316	tensor(0.3197)	-2	0.3197353780269623
n a t r y s n i ę t e j	n a t r y ś n i ę t e j	0.19471727609634398	tensor(0.3186)	-1	0.3185977041721344
n i e z a r y w a j ą c e   s i ę	n i e z a r y w a j ą c e   s i ę	0.1935998320579529	tensor(0.3179)	-2	0.31788355112075806
u b u k i e c i ł b y ś   s i ę	u b u k i e c i ł b y ś   s i ę	0.1944440484046936	tensor(0.3184)	-2	0.31842368841171265
n i e f a s z y z u j ą c e m u	n i e f a s z y z u j ą c e m u	0.19694513082504272	tensor(0.3200)	-2	0.32000237703323364
z a t ł o c z m y	z a t ł o c z m y	0.15689436197280884	tensor(0.2906)	-2	0.29059699177742004
r o z p l a k a t o w u j ą c e	r o z p l a k a t o w u j ą c e	0.19669101238250733	tensor(0.3198)	-2	0.31984344124794006
o k r o j n i c ę	o k r o j n i c ę	0.18902103900909423	tensor(0.3149)	-2	0.3148895800113678
n i e h e r o d o w o ś c i a c h	n i e h e r o d o w o ś c i a c h	0.19506487846374512	tensor(0.3188)	-2	0.3188185393810272
w m a s o w y w a n i e   s i ę	w m a s o w y w a n i e   s i ę	0.19482839107513428	tensor(0.3187)	-2	0.31866833567619324
p r o s t a k o w i e	p r o s t a c y	0.18608402013778685	tensor(0.3129)	3	0.31291088461875916
w i a n u j ę	w i a n u j ę	0.1940736413002014	tensor(0.3182)	-2	0.3181871473789215
n i e p r z e s ą d z a n i e m	n i e p r z e s ą d z a n i e m	0.1850143551826477	tensor(0.3122)	-2	0.31217876076698303
z d r ę c z o n ą	z d r ę c z o n ą	0.19622335433959961	tensor(0.3196)	-2	0.3195500671863556
n a g a n i a j ą c y m	n a g a n i a j ą c y m	0.1949768543243408	tensor(0.3188)	-2	0.3187626898288727
b ę d z i e c i e   z a s t a w i a ł y	b ę d z i e c i e   z a s t a w i a ł y	0.1964101791381836	tensor(0.3197)	-2	0.31966739892959595
r o z m i o t u j ą c e	r o z m i o t y w a j ą c e	0.1950325846672058	tensor(0.3188)	1	0.3187980651855469
c i e p ł o l u b n o ś c i	c i e p ł o l u b n o ś c i	0.19611464738845824	tensor(0.3195)	-2	0.3194817006587982
b ę d z i e m y   u c z y t e l n i a l i   s i ę	b ę d z i e m y   u c z y t e l n i a l i   s i ę	0.19646536111831664	tensor(0.3197)	-2	0.31970202922821045
n i e w ż ł o b i e n i e m	n i e w ż ł o b i e n i e m	0.194772469997406	tensor(0.3186)	-2	0.3186328113079071
n i e s o n a t o w o ś c i a m i	n i e s o n a t o w o ś c i a m i	0.1952706217765808	tensor(0.3189)	-2	0.3189489543437958
n i e p o z a w i e s z a n e m u	n i e p o z a w i e s z a n e m u	0.19616438150405885	tensor(0.3195)	-2	0.3195129930973053
n i e k ł a c z y s t o ś c i	n i e k ł a c z y s t o ś c i	0.19631388187408447	tensor(0.3196)	-2	0.3196069598197937
p o s m ę t n i a ł y ś m y	p o s m ę t n i a ł y ś m y	0.1947434663772583	tensor(0.3186)	-2	0.3186143636703491
n i e s i n i e n i a	n i e s i n i e n i a	0.19612663984298706	tensor(0.3195)	-2	0.3194892704486847
n i e w y t r ę b u j ą c y	n i e w y t r ę b u j ą c y	0.1970233917236328	tensor(0.3201)	-2	0.32005125284194946
p u s t y n i e l i b y ś c i e	p u s t y n n i e l i b y ś c i e	0.1909615159034729	tensor(0.3162)	-1	0.316171795129776
w y t l e w a j ą c e m u   s i ę	w y t l e w a j ą c e m u   s i ę	0.19256608486175536	tensor(0.3172)	-2	0.3172171711921692
n i e a g r a r y s t y c z n y c h	n i e a g r a r y s t y c z n y c h	0.19513602256774903	tensor(0.3189)	-2	0.3188636600971222
o c i e m n i o n y	o c i e m n i o n y	0.19593400955200196	tensor(0.3194)	-2	0.31936800479888916
n i e z e s t y g n i ę t e	n i e z e s t y g n i ę t e	0.1947161912918091	tensor(0.3186)	-2	0.3185969889163971
w y t r o p i e n i a   s i ę	w y t r o p i e n i a   s i ę	0.19177744388580323	tensor(0.3167)	-2	0.31670504808425903
n i e w i e d ź m o w y c h	n i e w i e d ź m o w y c h	0.18549737930297852	tensor(0.3125)	-2	0.3125101327896118
b ę d ę   o d z i a r n i a ć	b ę d ę   o d z i a r n i a ć	0.19654607772827148	tensor(0.3198)	-2	0.31975263357162476
w ę ź l a s t a	w ę ź l a s t a	0.18502275943756102	tensor(0.3122)	-2	0.31218454241752625
d r y g a n t a c h	d r y g a n t a c h	0.19400503635406494	tensor(0.3181)	-2	0.3181432783603668
b ę d z i e m y   d u ż a ł y   s i ę	b ę d z i e m y   d u ż a ł y   s i ę	0.19656161069869996	tensor(0.3198)	-2	0.31976237893104553
o p r z y r z ą d o w y w a n e g o	o p r z y r z ą d o w y w a n e g o	0.19307951927185057	tensor(0.3175)	-2	0.31754884123802185
r o z p o r z ą d z o n y m i	r o z p o r z ą d z o n y m i	0.14456878900527953	tensor(0.2796)	-2	0.2795960307121277
p o s ą d z a j ą c e m u	p o s ą d z a j ą c e m u	0.1945009708404541	tensor(0.3185)	-2	0.31845995783805847
n i e r o z m o n t o w y w a n i e m	n i e r o z m o n t o w y w a n i e m	0.19702670574188233	tensor(0.3201)	-2	0.3200533092021942
z a g ł a s k u j ą c y   s i ę	z a g ł a s k u j ą c y   s i ę	0.19698814153671265	tensor(0.3200)	-2	0.32002922892570496
w i e l o b r a n ż o w e	w i e l o b r a n ż o w e	0.19706591367721557	tensor(0.3201)	-2	0.3200778365135193
b ę d z i e s z   d o n o s i ł o   s i ę	b ę d z i e s z   d o n o s i ł o   s i ę	0.19019349813461303	tensor(0.3157)	-2	0.31566667556762695
n i e t e r y g e n i c z n o ś c i a c h	n i e t e r y g e n i c z n o ś c i a c h	0.19500504732131957	tensor(0.3188)	-2	0.3187805712223053
n i e z a n i e p r z y j a ź n i o ś c i ą	n i e z a n i e p r z y j a ź n i o n o ś c i ą	0.1862456202507019	tensor(0.3130)	0	0.3130209743976593
o s w o j e c i e   s i ę	o s w o i c i e   s i ę	0.1898830771446228	tensor(0.3155)	0	0.315461665391922
w y r e j e s t r o w u j ą c e	w y r e j e s t r o w u j ą c e	0.19722492694854737	tensor(0.3202)	-2	0.32017701864242554
p ó ł r o z w i ą z a ń	p ó ł r o z w i ą z a ń	0.19564075469970704	tensor(0.3192)	-2	0.3191830515861511
s p a ź n i a ł a b y m   s i ę	s p a ź n i a ł a b y m   s i ę	0.19389257431030274	tensor(0.3181)	-2	0.31807127594947815
n i e z b e z c z e s z c z a n y m	n i e z b e z c z e s z c z a n y m	0.19683071374893188	tensor(0.3199)	-2	0.31993088126182556
n i e o d c i s n i ę t e	n i e o d c i ś n i ę t e	0.19571616649627685	tensor(0.3192)	-1	0.3192306458950043
n i e s k w a n t y f i k o w a n i a	n i e s k w a n t y f i k o w a n i a	0.19563007354736328	tensor(0.3192)	-2	0.3191762864589691
p ó ł t o r a r o c z n o ś c i	p ó ł t o r a r o c z n o ś c i	0.1962108016014099	tensor(0.3195)	-2	0.31954216957092285
n i e w y p r ó ż n i a j ą c y m   s i ę	n i e w y p r ó ż n i a j ą c y m   s i ę	0.1952986717224121	tensor(0.3190)	-2	0.31896671652793884
b ę d z i e c i e   z a l e c a ł y	b ę d z i e c i e   z a l e c a ł y	0.19256598949432374	tensor(0.3172)	-2	0.3172171115875244
z w i t c e	z w i t c e	0.1853683829307556	tensor(0.3124)	-2	0.3124217689037323
b ę d z i e c i e   b u t o w a ł y	b ę d z i e c i e   b u t o w a ł y	0.19595927000045776	tensor(0.3194)	-2	0.3193839192390442
n i e p o d ź w i g a j ą c y   s i ę	n i e p o d ź w i g a j ą c y   s i ę	0.1884753704071045	tensor(0.3145)	-2	0.31452542543411255
n i e z a ś m i e c a j ą c y c h	n i e z a ś m i e c a j ą c y c h	0.19657437801361083	tensor(0.3198)	-2	0.31977036595344543
o b c i ą ż e n i o w o ś c i	o b c i ą ż e n i o w o ś c i	0.19664469957351685	tensor(0.3198)	-2	0.31981441378593445
o d s ł u c h a n e g o	o d s ł u c h a n e g o	0.19599294662475586	tensor(0.3194)	-2	0.31940510869026184
s z a t a n i a ł e m	s z a t a n i a ł e m	0.19523448944091798	tensor(0.3189)	-2	0.3189260959625244
u w a r z y ł o b y ś	u w a r z y ł o b y ś	0.19576789140701295	tensor(0.3193)	-2	0.3192632794380188
n i e z a ż a r t e m u	n i e z a ż a r t e m u	0.195681893825531	tensor(0.3192)	-2	0.3192090094089508
n i e z a m i e r z e n i a	n i e z a m i e r z e n i a	0.1906601071357727	tensor(0.3160)	-2	0.3159739375114441
w i d y m a t ę	w i d y m a t ę	0.19350910186767578	tensor(0.3178)	-2	0.3178253173828125
z l e w n i c ę	z l e w n i c ę	0.18836042881011963	tensor(0.3144)	-2	0.3144485354423523
b ę d z i e c i e   s m u ż y ł y   s i ę	b ę d z i e c i e   s m u ż y ł y   s i ę	0.19680148363113403	tensor(0.3199)	-2	0.3199125826358795
n a j d a t n i e j s z y m i	n a j d a t n i e j s z y m i	0.19388391971588134	tensor(0.3181)	-2	0.31806573271751404
p r z e s z c z e p i a ł a	p r z e s z c z e p i a ł a	0.19641480445861817	tensor(0.3197)	-2	0.31967028975486755
w y c i e ń c z y l i ś c i e	w y c i e ń c z y l i ś c i e	0.19404268264770508	tensor(0.3182)	-2	0.3181673586368561
s ł a n y m i	s ł a n y m i	0.1953975200653076	tensor(0.3190)	-2	0.3190292716026306
p o r o z u m n i e n i a	p o r o z u m n i e n i a	0.1954819679260254	tensor(0.3191)	-2	0.31908270716667175
n i e p o r z ą d n i e j s z e j	n i e p o r z ą d n i e j s z e j	0.19457035064697265	tensor(0.3185)	-2	0.3185041546821594
n i e p o t ę ż n o ś c i a c h	n i e p o t ę ż n o ś c i a c h	0.1952965021133423	tensor(0.3190)	-2	0.318965345621109
z a r y g l o w a n i a c h   s i ę	z a r y g l o w a n i a c h   s i ę	0.19429466724395753	tensor(0.3183)	-2	0.3183283507823944
k l ę s k o w o ś ć	k l ę s k o w o ś ć	0.195828378200531	tensor(0.3193)	-2	0.31930142641067505
n i e f a r a s k i	n i e f a r a s k i	0.195241117477417	tensor(0.3189)	-2	0.3189302682876587
d o s y ł a n i e   s i ę	d o s y ł a n i e   s i ę	0.19480488300323487	tensor(0.3187)	-2	0.318653404712677
u r z e c s i ę	u r z e c   s i ę	0.1752781629562378	tensor(0.3052)	-1	0.30522608757019043
u r z ę d o m a n i e	u r z ę d o m a n i e	0.16395677328109742	tensor(0.2965)	-2	0.2964588403701782
n i e e l a s t o r o w o ś c i	n i e e l a s t o r o w o ś c i	0.19465236663818358	tensor(0.3186)	-2	0.31855639815330505
b ę d z i e c i e   p r z e s i a d y w a ł y   s i ę	b ę d z i e c i e   p r z e s i a d y w a ł y   s i ę	0.1951158046722412	tensor(0.3189)	-2	0.3188508450984955
b e z w i z o w o ś c i a c h	b e z w i z o w o ś c i a c h	0.196474027633667	tensor(0.3197)	-2	0.319707453250885
o s t r ę ż y n o w a	o s t r ę ż y n o w a	0.19626340866088868	tensor(0.3196)	-2	0.3195752501487732
b ę d z i e c i e   s p o c z w a r z a l i   s i ę	b ę d z i e c i e   s p o c z w a r z a l i   s i ę	0.1950860381126404	tensor(0.3188)	-2	0.3188319504261017
k r e c h a	k r e c h a	0.19272294044494628	tensor(0.3173)	-2	0.3173186480998993
b ę d z i e c i e   w y n a d g r a d z a ł y   s i ę	b ę d z i e c i e   w y n a d g r a d z a ł y   s i ę	0.1900263786315918	tensor(0.3156)	-2	0.3155563473701477
i n f o r m a t o r s k i e m u	i n f o r m a t o r s k i e m u	0.19290167093276978	tensor(0.3174)	-2	0.3174341022968292
b ę d ę   p r z y g ł a s k i w a ł a	b ę d ę   p r z y g ł a s k i w a ł a	0.19459472894668578	tensor(0.3185)	-2	0.3185197114944458
p o z i e w a s z	p o z i e w a s z	0.19088796377182007	tensor(0.3161)	-2	0.3161235451698303
o c w a n i a n e j	o c w a n i a n e j	0.19664196968078612	tensor(0.3198)	-2	0.31981271505355835
n i e o s e t y ń s k o ś c i a c h	n i e o s e t y ń s k o ś c i a c h	0.19405328035354613	tensor(0.3182)	-2	0.3181741237640381
n i e p o ż y c z e n i o m	n i e p o ż y c z e n i o m	0.19487690925598145	tensor(0.3187)	-2	0.3186992108821869
b ę d z i e c i e   o g n i ł y	b ę d z i e c i e   o g n i ł y	0.19503412246704102	tensor(0.3188)	-2	0.3187990188598633
b ę d z i e c i e   r ż n ę ł y   s i ę	b ę d z i e c i e   r ż n ę ł y   s i ę	0.18005257844924927	tensor(0.3087)	-2	0.3087013065814972
k r ę c o n y	k r ę c o n y	0.1945570230484009	tensor(0.3185)	-2	0.3184956908226013
n i e c e n z u r o w a n o ś c i ą	n i e c e n z u r o w a n o ś c i ą	0.19619991779327392	tensor(0.3195)	-2	0.31953534483909607
w ę g i e r c e	w ę g i e r c e	0.19269641637802123	tensor(0.3173)	-2	0.31730151176452637
