prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e p r z y o r y w a j ą c e   s i ę	n i e p r z y o r y w a j ą c e   s i ę	0.15007635354995727	tensor(0.2846)	-2	0.2846364974975586
d r u g o l e t n i m i	d r u g o l e t n i m i	0.1955867052078247	tensor(0.3191)	-2	0.3191488981246948
z m u t u j e c i e   s i ę	z m u t u j e c i e   s i ę	0.19702577590942383	tensor(0.3201)	-2	0.32005277276039124
l u d w i s a r s t w u	l u d w i s a r s t w i e	0.19566452503204346	tensor(0.3192)	0	0.31919804215431213
r z ę z ą c e	r z ę ż ą c e	0.1527315378189087	tensor(0.2870)	-1	0.2869938015937805
n i e z w i ę d n i ę t e j	n i e z w i ę d n i ę t e j	0.1969477891921997	tensor(0.3200)	-2	0.32000404596328735
n i e k o m o r n i c z y m	n i e k o m o r n i c z y m	0.19786688089370727	tensor(0.3206)	-2	0.32057619094848633
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.19666341543197632	tensor(0.3198)	-2	0.3198261559009552
p r z y s z n u r o w y w a ł y   s i ę	p r z y s z n u r o w y w a ł y   s i ę	0.19666783809661864	tensor(0.3198)	-2	0.31982892751693726
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.19566671848297118	tensor(0.3192)	-2	0.31919944286346436
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.1953689217567444	tensor(0.3190)	-2	0.3190111815929413
n a j k r ą g ł y c h	n a j k r ą g l e j s z y c h	0.18465081453323365	tensor(0.3119)	3	0.31192854046821594
z i e m i a ń s k i m	z i e m i a ń s k i m	0.18704416751861572	tensor(0.3136)	-2	0.31356281042099
z a ł a t w i e n i u	z a ł a t w i e n i u	0.1970518112182617	tensor(0.3201)	-2	0.32006898522377014
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.19667428731918335	tensor(0.3198)	-2	0.3198329508304596
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.19687912464141846	tensor(0.3200)	-2	0.3199611306190491
c z e s a ł a b y m	c z e s a ł a b y m	0.19524966478347777	tensor(0.3189)	-2	0.31893569231033325
n i e b e z a w o d n y	n i e b e z z a w o d n y	0.1953060507774353	tensor(0.3190)	-1	0.3189713954925537
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.17747496366500853	tensor(0.3068)	-2	0.30684101581573486
z a s z a m o t u j ą c e m u   s i ę	z a s z a m o t u j ą c e m u   s i ę	0.1970302700996399	tensor(0.3201)	-2	0.3200555741786957
n i e b i t u m i c z n y m	n i e b i t u m i c z n y m	0.19756004810333253	tensor(0.3204)	-2	0.3203856348991394
n i e z a s y p a n i a   s i ę	n i e z a s y p a n i a   s i ę	0.19714549779891968	tensor(0.3201)	-2	0.3201274573802948
n i e u p a t r u j ą c a	n i e u p a t r u j ą c a	0.1938713312149048	tensor(0.3181)	-2	0.31805768609046936
u r y n a l i k a c h	u r y n a l i k a c h	0.1971570611000061	tensor(0.3201)	-2	0.3201346695423126
g o r d i n g ó w	g o r d i n g ó w	0.19695271253585817	tensor(0.3200)	-2	0.3200071156024933
n i e r e s t r y k c y j n y	n i e r e s t r y k c y j n y	0.19667913913726806	tensor(0.3198)	-2	0.3198360204696655
s f a n a t y z o w a ł o b y ś	s f a n a t y z o w a ł o b y ś	0.19623817205429078	tensor(0.3196)	-2	0.31955939531326294
n i e m u m i o w a n i e   s i ę	n i e m u m i o w a n i e   s i ę	0.19669393301010132	tensor(0.3198)	-2	0.3198452591896057
p o w y t ł u k a n i a	p o w y t ł u k a n i a	0.19703075885772706	tensor(0.3201)	-2	0.32005587220191956
p o p r z y k l e j a ł y ś m y	p o p r z y k l e j a ł y ś m y	0.19696565866470336	tensor(0.3200)	-2	0.32001519203186035
g a l e r o w y m	g a l e r o w y m	0.19717628955841066	tensor(0.3201)	-2	0.32014667987823486
z e s m a g a n i u	z e s m a g a n i u	0.19798624515533447	tensor(0.3207)	-2	0.3206501603126526
n i e u p l a t a j ą c y c h   s i ę	n i e u p l a t a j ą c y c h   s i ę	0.19759212732315062	tensor(0.3204)	-2	0.3204055726528168
n i e h e k t o l i t r o w o ś c i a m i	n i e h e k t o l i t r o w o ś c i a m i	0.196984601020813	tensor(0.3200)	-2	0.32002705335617065
n i e p a p r y k u j ą c ą	n i e p a p r y k u j ą c ą	0.19754041433334352	tensor(0.3204)	-2	0.32037344574928284
b ę d z i e   r o z s i e r d z a ć	b ę d z i e   r o z s i e r d z a ć	0.1933062791824341	tensor(0.3177)	-2	0.31769487261772156
n i e p r z e p l e n i e n i a	n i e p r z e p l e n i e n i a	0.19603029489517212	tensor(0.3194)	-2	0.31942862272262573
z a s k l e p i a j ą c y	z a s k l e p i a j ą c y	0.19674105644226075	tensor(0.3199)	-2	0.31987476348876953
z g r a b i a ł e j	z g r a b i a ł e j	0.19746134281158448	tensor(0.3203)	-2	0.32032424211502075
z e s l a w i z o w a n e	z e s l a w i z o w a n e	0.19754581451416015	tensor(0.3204)	-2	0.32037678360939026
b a n d a ż o w a n e	b a n d a ż o w a n e	0.1967698812484741	tensor(0.3199)	-2	0.3198927938938141
n i e p o p r z e g l ą d a n i o m   s i ę	n i e p o p r z e g l ą d a n i o m   s i ę	0.1945272922515869	tensor(0.3185)	-2	0.31847673654556274
e s o w a j ą c ą	e s u j ą c ą	0.19148658514022826	tensor(0.3165)	1	0.31651535630226135
d o b i e r a ł b y   s i ę	d o b i e r a ł b y   s i ę	0.19826202392578124	tensor(0.3208)	-2	0.32082080841064453
k l a n o w e	k l a n o w e	0.19655312299728395	tensor(0.3198)	-2	0.31975704431533813
l n i a n o w ł o s o ś c i	l n i a n o w ł o s o ś c i	0.19579418897628784	tensor(0.3193)	-2	0.31927987933158875
n i e u p y c h a n y m	n i e u p y c h a n y m	0.19747865200042725	tensor(0.3203)	-2	0.3203350305557251
z a c i s k a m i	z a c i s k a m i	0.19801084995269774	tensor(0.3207)	-2	0.3206653892993927
o d r ę b y w a ł y b y ś c i e   s i ę	o d r ę b y w a ł y b y ś c i e   s i ę	0.19710848331451417	tensor(0.3201)	-2	0.32010436058044434
o d s z c z e p i e c i e	o d s z c z e p i c i e	0.09816006422042847	tensor(0.4082)	-1	0.4082110524177551
w y r o i ł y ś m y   s i ę	w y r o i ł y ś m y   s i ę	0.18006434440612792	tensor(0.3087)	-2	0.3087097108364105
n i e f l a k o w a c i e j ą c y m i	n i e f l a k o w a c i e j ą c y m i	0.15164238214492798	tensor(0.2860)	-2	0.28603243827819824
z g n a n y	z g n a n y	0.1963162302970886	tensor(0.3196)	-2	0.3196084201335907
g ę s z c z ą c y c h   s i ę	g ę s z c z ą c y c h   s i ę	0.08182957768440247	tensor(0.3951)	-2	0.3951045274734497
ż ó ł c i o w o ś c i ą	ż ó ł c i o w o ś c i ą	0.19559515714645387	tensor(0.3192)	-2	0.3191542327404022
b i o s t e r u j ą c e m u   s i ę	b i o s t e r u j ą c e m u   s i ę	0.19689345359802246	tensor(0.3200)	-2	0.3199700713157654
s z t a f i r u j e c i e	s z t a f i r u j e c i e	0.19641289710998536	tensor(0.3197)	-2	0.31966909766197205
p r z y p a d k o w y c h	p r z y p a d k o w y c h	0.19789880514144897	tensor(0.3206)	-2	0.32059594988822937
z a d r z y m a n i a	z a d r z y m a n i a	0.19706910848617554	tensor(0.3201)	-2	0.3200798034667969
g r a j c a r k o w a t y m	g r a j c a r k o w a t y m	0.19704787731170653	tensor(0.3201)	-2	0.32006654143333435
n i e k o w a l e n c y j n e	n i e k o w a l e n c y j n e	0.19781105518341063	tensor(0.3205)	-2	0.32054153084754944
n i e z a g r e g o w a n e j	n i e z a g r e g o w a n e j	0.1961703658103943	tensor(0.3195)	-2	0.31951674818992615
n i e l e w a r o w a n i	n i e l e w a r o w a n i	0.19659630060195923	tensor(0.3198)	-2	0.31978410482406616
n i e p r a j a ń s k o ś c i	n i e p r a j a ń s k o ś c i	0.19638574123382568	tensor(0.3197)	-2	0.3196520507335663
r o z d e p t y w a ł y b y ś c i e	r o z d e p t y w a ł y b y ś c i e	0.19695780277252198	tensor(0.3200)	-2	0.32001030445098877
w a r i a c t w a	w a r i a c t w a	0.19719265699386596	tensor(0.3202)	-2	0.32015690207481384
c h l e b n e	c h l e b n e	0.1973704695701599	tensor(0.3203)	-2	0.3202676773071289
s z a k l o w a n e	s z a k l o w a n e	0.19744033813476564	tensor(0.3203)	-2	0.32031118869781494
m o n a r c h i c z n y m	m o n a r c h i c z n y m	0.1973318338394165	tensor(0.3202)	-2	0.32024362683296204
o d p o w i e d z i a l n o ś c i ą	o d p o w i e d z i a l n o ś c i ą	0.1965462327003479	tensor(0.3198)	-2	0.3197527229785919
n i e n a s z a r p a n y c h	n i e n a s z a r p a n y c h	0.19744911193847656	tensor(0.3203)	-2	0.3203166425228119
n i e w l i c z a j ą c ą	n i e w l i c z a j ą c ą	0.19623799324035646	tensor(0.3196)	-2	0.319559246301651
b a r b e c u e	b a r b e c u e	0.11618688106536865	tensor(0.2501)	-2	0.25009870529174805
b r a n z l u j ą c y m   s i ę	b r a n z l u j ą c y m   s i ę	0.1972614645957947	tensor(0.3202)	-2	0.32019978761672974
n i e p ó ł t e c h n i c z n e j	n i e p ó ł t e c h n i c z n e j	0.1980788826942444	tensor(0.3207)	-2	0.3207075297832489
w y j ą k i w a n i u	w y j ą k i w a n i u	0.19622725248336792	tensor(0.3196)	-2	0.3195525109767914
n i e p r z e d r u k o w a ń   s i ę	n i e p r z e d r u k o w a ń   s i ę	0.1966249465942383	tensor(0.3198)	-2	0.31980207562446594
s y b i l i j n ą	s y b i l i j n ą	0.19695111513137817	tensor(0.3200)	-2	0.3200061321258545
p o m e c z o w o ś c i ą	p o m e c z o w o ś c i ą	0.19670127630233764	tensor(0.3198)	-2	0.3198498487472534
n i e r e f i n a n s u j ą c y m i	n i e r e f i n a n s u j ą c y m i	0.19679083824157714	tensor(0.3199)	-2	0.3199059069156647
n i e h e b e l k o w a	n i e h e b e l k o w a	0.19676644802093507	tensor(0.3199)	-2	0.3198906481266022
d o s k r o b a ł b y ś	d o s k r o b a ł b y ś	0.19714524745941162	tensor(0.3201)	-2	0.32012730836868286
z m a j s t r o w a ł b y ś   s i ę	z m a j s t r o w a ł b y ś   s i ę	0.19748706817626954	tensor(0.3203)	-2	0.32034024596214294
l i g a ł y ś m y   s i ę	l i g a ł y ś m y   s i ę	0.19768654108047484	tensor(0.3205)	-2	0.32046425342559814
w y w o ł y w a n y m i	w y w o ł y w a n y m i	0.19617642164230348	tensor(0.3195)	-2	0.3195205628871918
n i e c h m i e l n o ś c i	n i e c h m i e l n o ś c i	0.197298264503479	tensor(0.3202)	-2	0.3202227056026459
d w u p r z ę s ł o w y m i	d w u p r z ę s ł o w y m i	0.19656200408935548	tensor(0.3198)	-2	0.319762647151947
r o z p a l o n e g o	r o z p a l o n e g o	0.19690364599227905	tensor(0.3200)	-2	0.31997644901275635
b ę d ę   n a p a p a s t o w a ł o   s i ę	b ę d ę   n a p a s t o w a ł o   s i ę	0.19641389846801757	tensor(0.3197)	0	0.3196697235107422
n i e b u l d o ż y m	n i e b u l d o ż y m	0.1976126551628113	tensor(0.3204)	-2	0.3204183578491211
m i a s t k o w s k i m	m i a s t k o w s k i m	0.19698524475097656	tensor(0.3200)	-2	0.3200274407863617
z d u m i e w a ł y ś c i e	z d u m i e w a ł y ś c i e	0.19797711372375487	tensor(0.3206)	-2	0.3206444978713989
p o p i l n o w a ł y b y	p o p i l n o w a ł y b y	0.1965535044670105	tensor(0.3198)	-2	0.31975728273391724
z m u s z a ł y   s i ę	z m u s z a ł y   s i ę	0.19858460426330565	tensor(0.3210)	-2	0.3210199773311615
p r z y k r a s i ł y ś c i e	p r z y k r a s i ł y ś c i e	0.11824628114700317	tensor(0.4444)	-2	0.4443718194961548
z a ś c i e l a j ą c y c h	z a ś c i e l a j ą c y c h	0.196921968460083	tensor(0.3200)	-2	0.3199878931045532
t u c z a	t u c z y	0.14480332136154175	tensor(0.2798)	-1	0.27981486916542053
n i e z a s n u w a n e	n i e z a s n u w a n e	0.19770534038543702	tensor(0.3205)	-2	0.32047590613365173
n i e k a u d y ń s k i	n i e k a u d y ń s k i	0.19650325775146485	tensor(0.3197)	-2	0.31972578167915344
n i e o b s i a d ł e	n i e o b s i a d ł e	0.1970597982406616	tensor(0.3201)	-2	0.3200739920139313
n i e w i o n e j	n i e w i t e j	0.19578132629394532	tensor(0.3193)	0	0.3192717432975769
n i e s k o p i o n y m	n i e s k o p i o n y m	0.1950746774673462	tensor(0.3188)	-2	0.31882473826408386
ś w i a d c z ą c y c h   s i ę	ś w i a d c z ą c y c h   s i ę	0.1976723313331604	tensor(0.3205)	-2	0.3204554319381714
n i e s t e r b u r t o w y c h	n i e s t e r b u r t o w y c h	0.19793275594711304	tensor(0.3206)	-2	0.32061702013015747
k o l b i a s t a	k o l b i a s t a	0.19668012857437134	tensor(0.3198)	-2	0.3198366165161133
s l a m s o w o ś c i a m i	s l a m s o w o ś c i a m i	0.19753916263580323	tensor(0.3204)	-2	0.32037267088890076
k o z a k o w a n i e	k o z a k o w a n i e	0.19602422714233397	tensor(0.3194)	-2	0.3194248080253601
r u s z a n y m	r u s z a n y m	0.1972098708152771	tensor(0.3202)	-2	0.320167601108551
n i e b e z m y s ł o w ą	n i e b e z z m y s ł o w ą	0.19402680397033692	tensor(0.3182)	-1	0.3181571960449219
n i e r e l i k w i a r z o w e	n i e r e l i k w i a r z o w e	0.197919499874115	tensor(0.3206)	-2	0.32060879468917847
n i e p r z e c h ł a d z a j ą c y m   s i ę	n i e p r z e c h ł a d z a j ą c y m   s i ę	0.1973039388656616	tensor(0.3202)	-2	0.32022625207901
o s z o ł o m s k ą	o s z o ł o m s k ą	0.19764355421066285	tensor(0.3204)	-2	0.3204375207424164
n i e p a r e n c h y m a t y c z n e	n i e p a r e n c h y m a t y c z n e	0.19700558185577394	tensor(0.3200)	-2	0.32004013657569885
p r z e d r u k a r s k i m	p r z e d d r u k a r s k i m	0.1974270224571228	tensor(0.3203)	-1	0.32030290365219116
p r z e k o m p o n o w u j ą c y c h   s i ę	p r z e k o m p o n o w u j ą c y c h   s i ę	0.19791560173034667	tensor(0.3206)	-2	0.32060638070106506
n i e d y n a m o e l e k t r y c z n y c h	n i e d y n a m o e l e k t r y c z n y c h	0.1959322214126587	tensor(0.3194)	-2	0.3193668723106384
s a k r a l i z o w a ł y	s a k r a l i z o w a ł y	0.19685734510421754	tensor(0.3199)	-2	0.3199475109577179
n i e d o m o f o n o w o ś c i	n i e d o m o f o n o w o ś c i	0.19758412837982178	tensor(0.3204)	-2	0.320400595664978
m e t k o w a ł y ś c i e	m e t k o w a ł y ś c i e	0.19743334054946898	tensor(0.3203)	-2	0.32030680775642395
p o d z i e r a n y m	p o d d z i e r a n y m	0.1950502038002014	tensor(0.3188)	-1	0.3188092112541199
d r u m l e	d r u m l e	0.17972246408462525	tensor(0.3085)	-2	0.3084651231765747
n i e r o z m a z g a j a n e	n i e r o z m a z g a j a n e	0.19413315057754515	tensor(0.3182)	-2	0.3182252049446106
h o r a c j a n i z u j ą c e m u   s i ę	h o r a c j a n i z u j ą c e m u   s i ę	0.19612929821014405	tensor(0.3195)	-2	0.3194909393787384
o d t u r k o t a ł y ś m y	o d t u r k o t a ł y ś m y	0.1951433539390564	tensor(0.3189)	-2	0.3188683092594147
n i e w y p a l e n i s k o w y c h	n i e w y p a l e n i s k o w y c h	0.19750773906707764	tensor(0.3204)	-2	0.32035312056541443
z a r a c h o w u j e c i e   s i ę	z a r a c h o w u j e m y   s i ę	0.19662944078445435	tensor(0.3198)	1	0.3198048770427704
g o ł a w o ś c i	g o ł a w o ś c i	0.19673506021499634	tensor(0.3199)	-2	0.3198710083961487
n i e r e c e p c j o n a l n y	n i e r e c e p c j o n a l n y	0.19692233800888062	tensor(0.3200)	-2	0.3199881315231323
s a m c z y k o w i	s a m c z y k o w i	0.19521238803863525	tensor(0.3189)	-2	0.3189120590686798
d w o r n o ś ć	d w o r n o ś ć	0.1976391315460205	tensor(0.3204)	-2	0.3204348087310791
z m a t e r i a l i z o w a ł o b y ś   s i ę	z m a t e r i a l i z o w a ł o b y ś   s i ę	0.19708828926086425	tensor(0.3201)	-2	0.32009178400039673
n i e b i e ż u ń s k o ś ć	n i e b i e ż u ń s k o ś ć	0.1973323941230774	tensor(0.3202)	-2	0.3202439844608307
p o k r w a w i e n i a	p o k r w a w i e n i a	0.19645440578460693	tensor(0.3197)	-2	0.3196951448917389
n a k r a p i a j ą c e   s i ę	n a k r a p i a j ą c e   s i ę	0.19740365743637084	tensor(0.3203)	-2	0.32028836011886597
f i o r y t u r a m i	f i o r y t u r a m i	0.1968417525291443	tensor(0.3199)	-2	0.3199377655982971
b a c o w s k i e	b a c o w s k i e	0.19707671403884888	tensor(0.3201)	-2	0.3200845420360565
u b a j k o w i a ł y	u b a j k o w i a ł y	0.19708683490753173	tensor(0.3201)	-2	0.3200908601284027
n i e w y s t a w o w a n i e	n i e w y s t a w o w a n i e	0.1952715516090393	tensor(0.3189)	-2	0.31894955039024353
n i e p r ę g i e r z o w o ś c i	n i e p r ę g i e r z o w o ś c i	0.198055899143219	tensor(0.3207)	-2	0.3206932842731476
b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	0.1957689881324768	tensor(0.3193)	-2	0.3192639648914337
a n g a ż o w a n e j	a n g a ż o w a n e j	0.1975526213645935	tensor(0.3204)	-2	0.3203810453414917
n i e ł o w i e c k i e j	n i e ł o w i e c k i e j	0.19641082286834716	tensor(0.3197)	-2	0.319667786359787
n i e z a b a b r a n i o m   s i ę	n i e z a b a b r a n i o m   s i ę	0.1968344807624817	tensor(0.3199)	-2	0.3199332058429718
w y t a ń c o w u j ą c y m   s i ę	w y t a ń c o w u j ą c y m   s i ę	0.19654932022094726	tensor(0.3198)	-2	0.3197546899318695
r o z m o n t o w a n y	r o z m o n t o w a n y	0.19693951606750487	tensor(0.3200)	-2	0.3199988603591919
t e r m o s k o p o m	t e r m o s k o p o m	0.1952378273010254	tensor(0.3189)	-2	0.31892818212509155
n i e b i g o w a n e	n i e b i g o w a n e	0.19647741317749023	tensor(0.3197)	-2	0.31970956921577454
w c h y l i ć   s i ę	w c h y l i ć   s i ę	0.19468581676483154	tensor(0.3186)	-2	0.31857770681381226
w y i n t e r p r e t o w a ł y b y	w y i n t e r p r e t o w a ł y b y	0.19516925811767577	tensor(0.3189)	-2	0.3188847303390503
l o k a u t o w a n y m	l o k a u t o w a n y m	0.19755825996398926	tensor(0.3204)	-2	0.32038450241088867
u p o w s z e c h n i a ł o m	u p o w s z e c h n i a ł o m	0.19651209115982055	tensor(0.3197)	-2	0.31973132491111755
p o n i e c h a ł o b y m   s i ę	p o n i e c h a ł o b y m   s i ę	0.1966128945350647	tensor(0.3198)	-2	0.31979450583457947
n i e d e n a t u r o w a n a	n i e d e n a t u r o w a n a	0.1953476071357727	tensor(0.3190)	-2	0.31899771094322205
d e f r a u d o w a ł o	d e f r a u d o w a ł o	0.19615186452865602	tensor(0.3195)	-2	0.31950512528419495
n i e u m i t y g o w a n y c h	n i e u m i t y g o w a n y c h	0.1978543996810913	tensor(0.3206)	-2	0.32056841254234314
r o z p l a n t o w y w a ł y b y ś c i e   s i ę	r o z p l a n t o w y w a ł y b y ś c i e   s i ę	0.19638493061065673	tensor(0.3197)	-2	0.3196515738964081
n i e p r z e i n s t a l o w a n y c h	n i e p r z e i n s t a l o w a n y c h	0.19637868404388428	tensor(0.3196)	-2	0.3196476399898529
n i e z d o b n i c z a	n i e z d o b n i c z a	0.19745032787322997	tensor(0.3203)	-2	0.3203173875808716
n i e t r e j k o c z ą c y m i	n i e t r e j k o c ą c y m i	0.19545958042144776	tensor(0.3191)	-1	0.3190685510635376
u n i e d r o ż n i ł y ś c i e   s i ę	u n i e d r o ż n i ł y ś c i e   s i ę	0.19727401733398436	tensor(0.3202)	-2	0.3202075958251953
n i e p l u g a w i ą c a   s i ę	n i e p l u g a w i ą c a   s i ę	0.19506947994232177	tensor(0.3188)	-2	0.3188214600086212
w s z e c h m i ł o s i e r n y c h	w s z e c h m i ł o s i e r n y c h	0.19715882539749147	tensor(0.3201)	-2	0.32013580203056335
o b s r y w a j ą c y m   s i ę	o b s r y w a j ą c y m   s i ę	0.19521026611328124	tensor(0.3189)	-2	0.31891071796417236
n i e o ś c i e ż n i c o w o ś c i	n i e o ś c i e ż n i c o w o ś c i	0.1966719388961792	tensor(0.3198)	-2	0.3198314905166626
m ł o t e c z k o w a n y m	m ł o t e c z k o w a n y m	0.19733214378356934	tensor(0.3202)	-2	0.32024383544921875
c h u s t k o w y	c h u s t k o w y	0.19743549823760986	tensor(0.3203)	-2	0.3203081488609314
f l u o r y z o w a n y m	f l u o r y z o w a n y m	0.19685757160186768	tensor(0.3199)	-2	0.31994765996932983
s z k ó ł k a r s k i c h	s z k ó ł k a r s k i c h	0.1971016764640808	tensor(0.3201)	-2	0.32010015845298767
n i e k l e p a r s k o ś c i a c h	n i e k l e p a r s k o ś c i a c h	0.19533458948135377	tensor(0.3190)	-2	0.31898945569992065
d e g r a d o w a n e j	d e g r a d o w a n e j	0.1981296181678772	tensor(0.3207)	-2	0.32073894143104553
p r z y c z a j e n i e m   s i ę	p r z y c z a j e n i e m   s i ę	0.11411859989166259	tensor(0.4464)	-2	0.44640812277793884
n i e m i c h a ł o w s k i	n i e m i c h a ł o w s c y	0.19533157348632812	tensor(0.3190)	0	0.31898754835128784
z a f a ł s z o w y w a ł y   s i ę	z a f a ł s z o w y w a ł y   s i ę	0.19771780967712402	tensor(0.3205)	-2	0.32048365473747253
n i e ż e l a t y n o w a n e m u	n i e ż e l a t y n o w a n e m u	0.19548993110656737	tensor(0.3191)	-2	0.3190877139568329
n i e t e r m i n a l n y m	n i e t e r m i n a l n y m	0.1979687452316284	tensor(0.3206)	-2	0.32063931226730347
a n i e l ą	a n i e l ą	0.19243996143341063	tensor(0.3171)	-2	0.3171355128288269
p r z e s t r z e l a c i e	p r z e s t r z e l a c i e	0.19639047384262084	tensor(0.3197)	-2	0.31965503096580505
n i e z m u m i f i k o w a n i e m	n i e z m u m i f i k o w a n i e m	0.19558179378509521	tensor(0.3191)	-2	0.3191457986831665
p r z e k r a w a n y m i	p r z e k r a w a n y m i	0.1978282928466797	tensor(0.3206)	-2	0.3205522298812866
d o t u c z y ł y ś c i e   s i ę	d o t u c z y ł y ś c i e   s i ę	0.19718092679977417	tensor(0.3201)	-2	0.32014957070350647
n a o k ó l n o ś c i ą	n a o k ó l n o ś c i ą	0.19691392183303832	tensor(0.3200)	-2	0.3199828863143921
p r o k o a l i c y j n i	p r o k o a l i c y j n i	0.1969725012779236	tensor(0.3200)	-2	0.3200194835662842
b ę d z i e c i e   k o n s o l i d o w a l i	b ę d z i e c i e   k o n s o l i d o w a l i	0.19601314067840575	tensor(0.3194)	-2	0.3194178342819214
p r z e b r z ę k u j ą c e	p r z e b r z ę k u j ą c e	0.19760810136795043	tensor(0.3204)	-2	0.3204154968261719
n i e z a p r z o d k o w u j ą c y m i   s i ę	n i e z a p r z o d k o w u j ą c y m i   s i ę	0.1962375044822693	tensor(0.3196)	-2	0.3195589780807495
z w a r i o w a n o ś c i	z w a r i o w a n o ś c i	0.19726732969284058	tensor(0.3202)	-2	0.32020342350006104
z a ś c i g a j ą c e m u   s i ę	z a ś c i g a j ą c e m u   s i ę	0.1966370701789856	tensor(0.3198)	-2	0.3198096454143524
u h a r t u j c i e   s i ę	u h a r t u j c i e   s i ę	0.19730530977249144	tensor(0.3202)	-2	0.32022711634635925
n i e z a p ł a k a n i u	n i e z a p ł a k a n i u	0.19618303775787355	tensor(0.3195)	-2	0.31952473521232605
w y b r u d z i ł y b y	w y b r u d z i ł y b y	0.1967029094696045	tensor(0.3199)	-2	0.319850891828537
p r z e d o s t a t n i c h	p r z e d o s t a t n i c h	0.19753892421722413	tensor(0.3204)	-2	0.32037249207496643
p r z y m a r z ł y m	p r z y m a r z ł y m	0.19537060260772704	tensor(0.3190)	-2	0.31901225447654724
n i e d y n o w s k i	n i e d y n o w s c y	0.19743696451187134	tensor(0.3203)	0	0.3203090727329254
t a b l e t k u j e	t a b l e t k u j e	0.19651315212249756	tensor(0.3197)	-2	0.3197319805622101
ś p i e w a c k o ś c i	ś p i e w a c k o ś c i	0.19689310789108277	tensor(0.3200)	-2	0.31996986269950867
d ó j i e	d o j u	0.14163522720336913	tensor(0.2768)	1	0.27682608366012573
p r z e p r a w i a ł a b y m	p r z e p r a w i a ł a b y m	0.19528208971023558	tensor(0.3190)	-2	0.3189562261104584
u n i e z w y k l e n i a	u n i e z w y k l e n i a	0.1970684766769409	tensor(0.3201)	-2	0.32007941603660583
n i e p o p u l a r y z a c y j n y c h	n i e p o p u l a r y z a c y j n y c h	0.19613727331161498	tensor(0.3195)	-2	0.31949594616889954
