prediction	target	average probability	entropy	edit_distance	uncertainty_value
l n i a n o w ł o s o ś c i	l n i a n o w ł o s o ś c i	0.19013004302978515	tensor(0.3156)	-2	0.31562480330467224
n i e u p y c h a n y m	n i e u p y c h a n y m	0.1963411808013916	tensor(0.3196)	-2	0.3196240961551666
o d r ę b y w a ł y b y ś c i e   s i ę	o d r ę b y w a ł y b y ś c i e   s i ę	0.19689927101135254	tensor(0.3200)	-2	0.31997373700141907
w y r o i ł y ś m y   s i ę	w y r o i ł y ś m y   s i ę	0.13146179914474487	tensor(0.4182)	-2	0.41817373037338257
n i e f l a k o w a c i e j ą c y m i	n i e f l a k o w a c i e j ą c y m i	0.17291465997695923	tensor(0.3035)	-2	0.3034578263759613
z g n a n y	z g n a n y	0.19752101898193358	tensor(0.3204)	-2	0.3203613758087158
ż ó ł c i o w o ś c i ą	ż ó ł c i o w o ś c i ą	0.19683463573455812	tensor(0.3199)	-2	0.31993329524993896
s z t a f i r u j e c i e	s z t a f i r u j e c i e	0.19032299518585205	tensor(0.3158)	-2	0.3157520592212677
z a d r z y m a n i a	z a d r z y m a n i a	0.19777885675430298	tensor(0.3205)	-2	0.3205215632915497
g r a j c a r k o w a t y m	g r a j c a r k o w a t y m	0.19693585634231567	tensor(0.3200)	-2	0.31999659538269043
n i e k o w a l e n c y j n e	n i e k o w a l e n c y j n e	0.19665549993515014	tensor(0.3198)	-2	0.31982117891311646
n i e l e w a r o w a n i	n i e l e w a r o w a n i	0.19707257747650148	tensor(0.3201)	-2	0.3200819790363312
n i e p r a j a ń s k o ś c i	n i e p r a j a ń s k o ś c i	0.19701261520385743	tensor(0.3200)	-2	0.32004454731941223
r o z d e p t y w a ł y b y ś c i e	r o z d e p t y w a ł y b y ś c i e	0.1965465545654297	tensor(0.3198)	-2	0.31975293159484863
w a r i a c t w a	w a r i a c t w a	0.19680296182632445	tensor(0.3199)	-2	0.31991350650787354
c h l e b n e	c h l e b n e	0.1980621337890625	tensor(0.3207)	-2	0.320697158575058
s z a k l o w a n e	s z a k l o w a n e	0.19767166376113893	tensor(0.3205)	-2	0.32045501470565796
m o n a r c h i c z n y m	m o n a r c h i c z n y m	0.19742974042892455	tensor(0.3203)	-2	0.32030460238456726
o d p o w i e d z i a l n o ś c i ą	o d p o w i e d z i a l n o ś c i ą	0.1970944046974182	tensor(0.3201)	-2	0.32009559869766235
n i e n a s z a r p a n y c h	n i e n a s z a r p a n y c h	0.19772582054138182	tensor(0.3205)	-2	0.3204886317253113
n i e w l i c z a j ą c ą	n i e w l i c z a j ą c ą	0.1950047492980957	tensor(0.3188)	-2	0.31878039240837097
b a r b e c u	b a r b e c u e	0.19553883075714112	tensor(0.3191)	-1	0.3191186487674713
b r a n z l u j ą c y m   s i ę	b r a n z l u j ą c y m   s i ę	0.19726710319519042	tensor(0.3202)	-2	0.3202032744884491
w y j ą k i w a n i u	w y j ą k i w a n i u	0.19773174524307252	tensor(0.3205)	-2	0.32049232721328735
n i e p r z e d r u k o w a ń   s i ę	n i e p r z e d r u k o w a ń   s i ę	0.10929316282272339	tensor(0.4468)	-2	0.4467603266239166
s y b i l i j n ą	s y b i l i j n ą	0.19775304794311524	tensor(0.3205)	-2	0.3205055594444275
p o m e c z o w o ś c i ą	p o m e c z o w o ś c i ą	0.19742302894592284	tensor(0.3203)	-2	0.3203004002571106
n i e r e f i n a n s u j ą c y m i	n i e r e f i n a n s u j ą c y m i	0.1972420334815979	tensor(0.3202)	-2	0.32018765807151794
n i e h e b e l k o w a	n i e h e b e l k o w a	0.19640226364135743	tensor(0.3197)	-2	0.3196624219417572
d o s k r o b a ł b y ś	d o s k r o b a ł b y ś	0.1969751238822937	tensor(0.3200)	-2	0.3200211226940155
z m a j s t r o w a ł b y ś   s i ę	z m a j s t r o w a ł b y ś   s i ę	0.19753586053848265	tensor(0.3204)	-2	0.3203705847263336
l i g a ł y ś m y   s i ę	l i g a ł y ś m y   s i ę	0.19837075471878052	tensor(0.3209)	-2	0.3208880126476288
w y w o ł y w a n y m i	w y w o ł y w a n y m i	0.19666262865066528	tensor(0.3198)	-2	0.3198256492614746
n i e c h m i e l n o ś c i	n i e c h m i e l n o ś c i	0.19663559198379515	tensor(0.3198)	-2	0.3198087215423584
d w u p r z ę s ł o w y m i	d w u p r z ę s ł o w y m i	0.1967982530593872	tensor(0.3199)	-2	0.31991055607795715
r o z p a l o n e g o	r o z p a l o n e g o	0.19703469276428223	tensor(0.3201)	-2	0.32005831599235535
b ę d ę   n a p a s t o w a ł o   s i ę	b ę d ę   n a p a s t o w a ł o   s i ę	0.19669456481933595	tensor(0.3198)	-2	0.31984564661979675
n i e b u l d o ż y m	n i e b u l d o ż y m	0.19762732982635497	tensor(0.3204)	-2	0.32042747735977173
p o p i l n o w a ł y b y	p o p i l n o w a ł y b y	0.19686747789382936	tensor(0.3200)	-2	0.3199538588523865
z a ś c i e l a j ą c y c h	z a ś c i e l a j ą c y c h	0.19648510217666626	tensor(0.3197)	-2	0.31971439719200134
n i e z a s n u w a n e	n i e z a s n u w a n e	0.1979859709739685	tensor(0.3206)	-2	0.32064998149871826
n i e k a u d y ń s k i	n i e k a u d y ń s k i	0.196902596950531	tensor(0.3200)	-2	0.3199757933616638
n i e w i o n e j	n i e w i t e j	0.19643864631652833	tensor(0.3197)	0	0.3196852505207062
n i e s k o p i o n y m	n i e s k o p i o n y m	0.1958433747291565	tensor(0.3193)	-2	0.31931087374687195
ś w i a d c z ą c y c h   s i ę	ś w i a d c z ą c y c h   s i ę	0.1973275899887085	tensor(0.3202)	-2	0.32024097442626953
n i e s t e r b u r t o w y c h	n i e s t e r b u r t o w y c h	0.19759217500686646	tensor(0.3204)	-2	0.32040560245513916
k o l b i a s t a	k o l b i a s t a	0.19713957309722902	tensor(0.3201)	-2	0.3201237916946411
s l a m s o w o ś c i a m i	s l a m s o w o ś c i a m i	0.19655560255050658	tensor(0.3198)	-2	0.3197585940361023
k o z a k o w a n i e	k o z a k o w a n i e	0.18967527151107788	tensor(0.3153)	-2	0.3153240978717804
r u s z a n y m	r u s z a n y m	0.1978314161300659	tensor(0.3206)	-2	0.3205541670322418
n i e r e l i k w i a r z o w e	n i e r e l i k w i a r z o w e	0.19591984748840333	tensor(0.3194)	-2	0.31935909390449524
n i e p r z e c h ł a d z a j ą c y m   s i ę	n i e p r z e c h ł a d z a j ą c y m   s i ę	0.19631096124649047	tensor(0.3196)	-2	0.31960511207580566
o s z o ł o m s k ą	o s z o ł o m s k ą	0.19806042909622193	tensor(0.3207)	-2	0.320696085691452
p r z e k o m p o n o w u j ą c y c h   s i ę	p r z e k o m p o n o w u j ą c y c h   s i ę	0.19730770587921143	tensor(0.3202)	-2	0.32022860646247864
n i e d y n a m o e l e k t r y c z n y c h	n i e d y n a m o e l e k t r y c z n y c h	0.19476553201675414	tensor(0.3186)	-2	0.3186284005641937
n i e d o m o f o n o w o ś c i	n i e d o m o f o n o w o ś c i	0.19662526845932007	tensor(0.3198)	-2	0.31980225443840027
m e t k o w a ł y ś c i e	m e t k o w a ł y ś c i e	0.1981387972831726	tensor(0.3207)	-2	0.3207446336746216
p o d d z i e r a n y m	p o d d z i e r a n y m	0.1907564878463745	tensor(0.3160)	-2	0.31603726744651794
n i e r o z m a z g a j a n e	n i e r o z m a z g a j a n e	0.19666413068771363	tensor(0.3198)	-2	0.31982657313346863
h o r a c j a n i z u j ą c e m u   s i ę	h o r a c j a n i z u j ą c e m u   s i ę	0.1960306167602539	tensor(0.3194)	-2	0.31942883133888245
o d t u r k o t a ł y ś m y	o d t u r k o t a ł y ś m y	0.19753934144973756	tensor(0.3204)	-2	0.3203727602958679
n i e w y p a l e n i s k o w y c h	n i e w y p a l e n i s k o w y c h	0.19635847806930543	tensor(0.3196)	-2	0.31963494420051575
z a r a c h o w u j e c i e   s i ę	z a r a c h o w u j e m y   s i ę	0.1863061308860779	tensor(0.3131)	1	0.3130621314048767
g o ł a w o ś c i	g o ł a w o ś c i	0.19619284868240355	tensor(0.3195)	-2	0.3195309042930603
n i e r e c e p c j o n a l n y	n i e r e c e p c j o n a l n y	0.19651856422424316	tensor(0.3197)	-2	0.3197353780269623
s a m c z y k o w i	s a m c z y k o w i	0.18933898210525513	tensor(0.3151)	-2	0.3151010274887085
d w o r n o ś ć	d w o r n o ś ć	0.19679864645004272	tensor(0.3199)	-2	0.31991079449653625
z m a t e r i a l i z o w a ł o b y ś   s i ę	z m a t e r i a l i z o w a ł o b y ś   s i ę	0.19608985185623168	tensor(0.3195)	-2	0.31946611404418945
n i e b i e ż u ń s k o ś ć	n i e b i e ż u ń s k o ś ć	0.1965627908706665	tensor(0.3198)	-2	0.3197631239891052
p o k r w a w i e n i a	p o k r w a w i e n i a	0.19497034549713135	tensor(0.3188)	-2	0.3187585473060608
n a k r a p i a j ą c e   s i ę	n a k r a p i a j ą c e   s i ę	0.19737772941589354	tensor(0.3203)	-2	0.32027220726013184
f i o r y t u r a m i	f i o r y t u r a m i	0.19590030908584594	tensor(0.3193)	-2	0.31934675574302673
b a c o w s k i e	b a c o w s k i e	0.19776768684387208	tensor(0.3205)	-2	0.32051461935043335
u b a j k o w i a ł y	u b a j k o w i a ł y	0.19761780500411988	tensor(0.3204)	-2	0.3204215168952942
n i e w y s t a w o w a n i e	n i e w y s t a w o w a n i e	0.19610311985015869	tensor(0.3195)	-2	0.319474458694458
b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	0.19735677242279054	tensor(0.3203)	-2	0.320259153842926
a n g a ż o w a n e j	a n g a ż o w a n e j	0.19758718013763427	tensor(0.3204)	-2	0.32040250301361084
n i e ł o w i e c k i e j	n i e ł o w i e c k i e j	0.19681752920150758	tensor(0.3199)	-2	0.31992262601852417
w y t a ń c o w u j ą c y m   s i ę	w y t a ń c o w u j ą c y m   s i ę	0.19787338972091675	tensor(0.3206)	-2	0.3205801844596863
r o z m o n t o w a n y	r o z m o n t o w a n y	0.19755783081054687	tensor(0.3204)	-2	0.32038426399230957
t e r m o s k o p o m	t e r m o s k o p o m	0.1931561589241028	tensor(0.3176)	-2	0.31759822368621826
n i e b i g o w a n e	n i e b i g o w a n e	0.19688737392425537	tensor(0.3200)	-2	0.31996628642082214
w c h y l i ć   s i ę	w c h y l i ć   s i ę	0.19757572412490845	tensor(0.3204)	-2	0.3203953802585602
w y i n t e r p r e t o w a ł y b y	w y i n t e r p r e t o w a ł y b y	0.1968063473701477	tensor(0.3199)	-2	0.3199155926704407
l o k a u t o w a n y m	l o k a u t o w a n y m	0.1964480996131897	tensor(0.3197)	-2	0.3196912109851837
u p o w s z e c h n i a ł o m	u p o w s z e c h n i a ł o m	0.19574568271636963	tensor(0.3192)	-2	0.3192492723464966
p o n i e c h a ł o b y m   s i ę	p o n i e c h a ł o b y m   s i ę	0.1970028519630432	tensor(0.3200)	-2	0.32003843784332275
n i e d e n a t u r o w a n a	n i e d e n a t u r o w a n a	0.19703059196472167	tensor(0.3201)	-2	0.32005575299263
d e f r a u d o w a ł o	d e f r a u d o w a ł o	0.19673937559127808	tensor(0.3199)	-2	0.3198736906051636
r o z p l a n t o w y w a ł y b y ś c i e   s i ę	r o z p l a n t o w y w a ł y b y ś c i e   s i ę	0.19650375843048096	tensor(0.3197)	-2	0.3197261095046997
n i e p r z e i n s t a l o w a n y c h	n i e p r z e i n s t a l o w a n y c h	0.19739956855773927	tensor(0.3203)	-2	0.3202857971191406
n i e z d o b n i c z a	n i e z d o b n i c z a	0.1971643090248108	tensor(0.3201)	-2	0.32013919949531555
n i e t r e j k o c z ą c y m i	n i e t r e j k o c ą c y m i	0.19339121580123902	tensor(0.3177)	-1	0.3177495300769806
u n i e d r o ż n i ł y ś c i e   s i ę	u n i e d r o ż n i ł y ś c i e   s i ę	0.19803016185760497	tensor(0.3207)	-2	0.32067734003067017
n i e p l u g a w i ą c a   s i ę	n i e p l u g a w i ą c a   s i ę	0.1870935320854187	tensor(0.3136)	-2	0.3135961890220642
w s z e c h m i ł o s i e r n y c h	w s z e c h m i ł o s i e r n y c h	0.1969952702522278	tensor(0.3200)	-2	0.3200337290763855
o b s r y w a j ą c y m   s i ę	o b s r y w a j ą c y m   s i ę	0.1961221218109131	tensor(0.3195)	-2	0.3194864094257355
n i e o ś c i e ż n i c o w o ś c i	n i e o ś c i e ż n i c o w o ś c i	0.19714733362197875	tensor(0.3201)	-2	0.3201286196708679
m ł o t e c z k o w a n y m	m ł o t e c z k o w a n y m	0.1970326781272888	tensor(0.3201)	-2	0.32005706429481506
c h u s t k o w y	c h u s t k o w y	0.19773526191711427	tensor(0.3205)	-2	0.32049450278282166
f l u o r y z o w a n y m	f l u o r y z o w a n y m	0.19719228744506836	tensor(0.3202)	-2	0.32015663385391235
n i e k l e p a r s k o ś c i a c h	n i e k l e p a r s k o ś c i a c h	0.196360182762146	tensor(0.3196)	-2	0.3196360170841217
n i e m i c h a ł o w s k i	n i e m i c h a ł o w s c y	0.19555373191833497	tensor(0.3191)	0	0.3191280663013458
z a f a ł s z o w y w a ł y   s i ę	z a f a ł s z o w y w a ł y   s i ę	0.19645493030548095	tensor(0.3197)	-2	0.31969547271728516
n i e ż e l a t y n o w a n e m u	n i e ż e l a t y n o w a n e m u	0.1959943175315857	tensor(0.3194)	-2	0.31940600275993347
a n i e l ą	a n i e l ą	0.19691392183303832	tensor(0.3200)	-2	0.3199828863143921
p r z e s t r z e l a c i e	p r z e s t r z e l a c i e	0.19691133499145508	tensor(0.3200)	-2	0.31998124718666077
n i e z m u m i f i k o w a n i e m	n i e z m u m i f i k o w a n i e m	0.19744577407836914	tensor(0.3203)	-2	0.32031458616256714
p r z e k r a w a n y m i	p r z e k r a w a n y m i	0.1971577763557434	tensor(0.3201)	-2	0.3201351463794708
d o t u c z y ł y ś c i e   s i ę	d o t u c z y ł y ś c i e   s i ę	0.1974592924118042	tensor(0.3203)	-2	0.3203229606151581
n a o k ó l n o ś c i ą	n a o k ó l n o ś c i ą	0.19559983015060425	tensor(0.3192)	-2	0.3191571831703186
p r o k o a l i c y j n i	p r o k o a l i c y j n i	0.19653842449188233	tensor(0.3197)	-2	0.31974783539772034
b ę d z i e c i e   k o n s o l i d o w a l i	b ę d z i e c i e   k o n s o l i d o w a l i	0.1974409580230713	tensor(0.3203)	-2	0.320311576128006
p r z e b r z ę k u j ą c e	p r z e b r z ę k u j ą c e	0.19663625955581665	tensor(0.3198)	-2	0.3198091387748718
n i e z a p r z o d k o w u j ą c y m i   s i ę	n i e z a p r z o d k o w u j ą c y m i   s i ę	0.1971281051635742	tensor(0.3201)	-2	0.3201166093349457
z w a r i o w a n o ś c i	z w a r i o w a n o ś c i	0.19661093950271608	tensor(0.3198)	-2	0.3197932839393616
n i e z a p ł a k a n i u	n i e z a p ł a k a n i u	0.19699214696884154	tensor(0.3200)	-2	0.3200317621231079
w y b r u d z i ł y b y	w y b r u d z i ł y b y	0.19701541662216188	tensor(0.3200)	-2	0.3200463056564331
p r z e d o s t a t n i c h	p r z e d o s t a t n i c h	0.19681750535964965	tensor(0.3199)	-2	0.3199225962162018
p r z y m a r z ł y m	p r z y m a r z ł y m	0.19763439893722534	tensor(0.3204)	-2	0.3204318583011627
n i e d y n o w s k i	n i e d y n o w s c y	0.19579795598983765	tensor(0.3193)	0	0.3192822337150574
t a b l e t k u j e	t a b l e t k u j e	0.19549145698547363	tensor(0.3191)	-2	0.31908872723579407
ś p i e w a c k o ś c i	ś p i e w a c k o ś c i	0.1966082811355591	tensor(0.3198)	-2	0.31979161500930786
d ó j u	d o j u	0.1156381607055664	tensor(0.2495)	-1	0.2494649589061737
p r z e p r a w i a ł a b y m	p r z e p r a w i a ł a b y m	0.19639599323272705	tensor(0.3197)	-2	0.319658488035202
u n i e z w y k l e n i a	u n i e z w y k l e n i a	0.18855245113372804	tensor(0.3146)	-2	0.3145769536495209
n i e p o p u l a r y z a c y j n y c h	n i e p o p u l a r y z a c y j n y c h	0.19624799489974976	tensor(0.3196)	-2	0.3195655643939972
n i e g o r ą c o k r w i s t y m i	n i e g o r ą c o k r w i s t y m i	0.19642413854599	tensor(0.3197)	-2	0.31967616081237793
m i ę d z y s e s y j n y	m i ę d z y s e s y j n y	0.19744690656661987	tensor(0.3203)	-2	0.32031527161598206
n i e w y b ł a g a n e	n i e w y b ł a g a n e	0.19692885875701904	tensor(0.3200)	-2	0.31999221444129944
w y z i a r n i a n y m i	w y z i a r n i a n y m i	0.19799026250839233	tensor(0.3207)	-2	0.32065263390541077
p r z e r e j e s t r o w a ł o b y m	p r z e r e j e s t r o w a ł o b y m	0.19770997762680054	tensor(0.3205)	-2	0.32047879695892334
n i e u s z o r o w a ń	n i e u s z o r o w a ń	0.09908965229988098	tensor(0.4413)	-2	0.44129008054733276
n i e d a g e r o t y p u j ą c y m	n i e d a g e r o t y p u j ą c y m	0.19345878362655639	tensor(0.3178)	-2	0.31779295206069946
p r z e s z n u r o w u j ą c a	p r z e s z n u r o w u j ą c a	0.1969438076019287	tensor(0.3200)	-2	0.3200015425682068
p o b a n d a ż o w a ć   s i ę	p o b a n d a ż o w a ć   s i ę	0.19713683128356935	tensor(0.3201)	-2	0.320122092962265
n i e s i e k n i ę t y c h	n i e s i e k n i ę t y c h	0.1973930835723877	tensor(0.3203)	-2	0.3202817738056183
k r ę g o w a	k r ę g o w a	0.19722139835357666	tensor(0.3202)	-2	0.32017481327056885
r o z l u t o w y w a ł o ś   s i ę	r o z l u t o w y w a ł o ś   s i ę	0.1976310968399048	tensor(0.3204)	-2	0.32042980194091797
n i e p r z e n i c o w y w a n i e	n i e p r z e n i c o w y w a n i e	0.1963361382484436	tensor(0.3196)	-2	0.31962090730667114
z a w ł ó c z y ł y b y   s i ę	z a w ł ó c z y ł y b y   s i ę	0.19532513618469238	tensor(0.3190)	-2	0.3189834952354431
n i e n a r o w i o n e	n i e n a r o w i o n e	0.1970982551574707	tensor(0.3201)	-2	0.32009798288345337
n i e z r u t y n i a ł e j	n i e z r u t y n i a ł e j	0.19752787351608275	tensor(0.3204)	-2	0.32036563754081726
s z o ł o m i ą c e j	s z o ł o m i ą c e j	0.19402663707733153	tensor(0.3182)	-2	0.3181570768356323
m i r s k o ś c i	m i r s k o ś c i	0.19623255729675293	tensor(0.3196)	-2	0.3195558488368988
w y c z e k i w a n e	w y c z e k i w a n e	0.19614447355270387	tensor(0.3195)	-2	0.31950047612190247
n i e k i j o w a	n i e k i j o w a	0.19739896059036255	tensor(0.3203)	-2	0.320285439491272
n i e z a s ł o n o w y c h	n i e z a s ł o n o w y c h	0.19650076627731322	tensor(0.3197)	-2	0.3197242319583893
g o r c z y c o w o ś c i	g o r c z y c o w o ś c i	0.19724270105361938	tensor(0.3202)	-2	0.32018810510635376
k o n c e n t r u j ą c e m u	k o n c e n t r u j ą c e m u	0.19609147310256958	tensor(0.3195)	-2	0.31946712732315063
d o ś r u b o w u j ą c e	d o ś r u b o w u j ą c e	0.19639475345611573	tensor(0.3197)	-2	0.31965771317481995
p r z e j m o w a ł b y	p r z e j m o w a ł b y	0.19768710136413575	tensor(0.3205)	-2	0.3204645812511444
k a p i n o s ó w	k a p i n o s ó w	0.19367362260818483	tensor(0.3179)	-2	0.3179309070110321
n i e n a p r y s k u j ą c e g o	n i e n a p r y s k u j ą c e g o	0.19608752727508544	tensor(0.3195)	-2	0.31946465373039246
n i e f a n t n o ś c i ą	n i e f a n t n o ś c i ą	0.19694175720214843	tensor(0.3200)	-2	0.3200002610683441
f a r a d y z u j ą c y m	f a r a d y z u j ą c y m	0.19566676616668702	tensor(0.3192)	-2	0.31919947266578674
a e r o s o l o w o ś ć	a e r o s o l o w o ś ć	0.1951992154121399	tensor(0.3189)	-2	0.31890371441841125
n i e h o b b i s t o w s k i c h	n i e h o b b i s t o w s k i c h	0.14450762271881104	tensor(0.4336)	-2	0.43363651633262634
k a c e r s k u	k a c e r s k u	0.1971797227859497	tensor(0.3201)	-2	0.3201488256454468
o p r o f i l o w u j ą c e m u   s i ę	o p r o f i l o w u j ą c e m u   s i ę	0.19727752208709717	tensor(0.3202)	-2	0.3202097713947296
n i e o k u l e n i u	n i e o k u l e n i u	0.19720593690872193	tensor(0.3202)	-2	0.32016515731811523
n i e s k a l e c z o n e g o	n i e s k a l e c z o n e g o	0.19692980051040648	tensor(0.3200)	-2	0.3199928104877472
h o m o c h r o n i c z n o ś c i	h o m o c h r o n i c z n o ś c i	0.19744783639907837	tensor(0.3203)	-2	0.3203158378601074
h a r a l i b y	h a r a l i b y	0.1977980136871338	tensor(0.3205)	-2	0.3205334544181824
