index	lemma	avg_lemma_similarity	avg_feature_similarity	information_density
30	vähäluguine	0.09338617732835114	0.30578732558846256	0.19958675145840685
31	vahvištoittas	0.0856530650709554	0.31531506643122686	0.20048406575109112
32	dollar	0.12298419903721135	0.3348242429834636	0.22890422101033747
33	helähtamine	0.0993452333293288	0.41531332750137573	0.25732928041535225
34	kuvagalerei	0.09395752253078801	0.39273648753363594	0.24334700503221196
35	puhlotuda	0.11551157499281058	0.3475845233853955	0.23154804918910304
36	kurustada	0.11878200571730149	0.3437455327256485	0.231263769221475
37	jurišta	0.12627592861908762	0.3170304349919134	0.22165318180550053
38	pöl’küine	0.10635943472455323	0.3173706255208207	0.21186503012268695
39	väl’l’tahtoine	0.07898299090017204	0.3617486265529625	0.22036580872656727
40	muštatand	0.11239120066976024	0.37603004617089125	0.24421062342032573
41	abutada	0.13185391226762902	0.2963531436408993	0.21410352795426418
42	kadagvast	0.10857494863255168	0.3582767363994437	0.23342584251599768
43	sadeged	0.11904511737375938	0.33449286029407643	0.2267689888339179
44	kastar’	0.1251565280111431	0.33265203730288223	0.22890428265701268
45	järvenrand	0.10079532265779081	0.3495359862962468	0.2251656544770188
46	irdsijakänd	0.09311621577256322	0.3825571209316132	0.23783666835208822
47	abonement	0.10475197116374897	0.3794580168576351	0.24210499401069202
48	harveta	0.12843611797895566	0.31898261280745477	0.2237093653932052
49	uskotoituz	0.10225537993401297	0.3674124078867091	0.23483389391036102
50	čukauduzhüpked	0.07512791296693912	0.3465760640843087	0.2108519885256239
51	iloiteldas	0.1055895446661554	0.38217538058865796	0.24388246262740668
52	linda	0.13792386331005219	0.3191830039685745	0.22855343363931335
53	radiopagižim	0.08786729694525018	0.3603749530659351	0.22412112500559264
54	suks’mäduz	0.0973792147700781	0.3008144298310971	0.1990968223005876
55	agressivižuz’	0.0800949231318483	0.3536150297025841	0.2168549764172162
56	tazoitada	0.11975343773682538	0.33714110390971164	0.22844727082326852
57	pianokoncert	0.08636076523638099	0.4238756909548382	0.2551182280956096
58	homendezpäiväine	0.06799171543074828	0.3613582123988944	0.21467496391482133
59	kertehtida	0.10933909771963621	0.3856243511029727	0.24748172441130445
60	mecradnik	0.10702316050214372	0.393764422358374	0.25039379143025886
61	kuvastada	0.11910104286456098	0.3269086479600601	0.22300484541231053
62	maorj	0.12553660206964815	0.31108422432480576	0.21831041319722694
63	kodiživattedo	0.08347250158777249	0.41514527556891545	0.24930888857834396
64	lumestuda	0.1156957741486264	0.36894580581716563	0.24232078998289602
65	jokseluz	0.11151009962943971	0.3297945957073269	0.2206523476683833
66	tartutada	0.11959105638811926	0.3078148361498224	0.21370294626897085
67	tegetez	0.11998715916719187	0.2933860946219391	0.2066866268945655
68	däritada	0.12500857822514042	0.33073027316880443	0.22786942569697244
69	roug	0.1281677788631151	0.25142676073674725	0.18979726979993117
70	hirurg	0.12192221561096493	0.28562292460569116	0.20377257010832805
71	ahkta	0.13870461973706763	0.2844230067673455	0.21156381325220658
72	škurling	0.1129279417511254	0.3295760337798437	0.22125198776548455
73	kehumine	0.11759038922230089	0.3510955427532622	0.23434296598778154
74	toropt’a	0.1171232573218146	0.28747743204569765	0.20230034468375613
75	bembel’	0.11377972843809818	0.25753293397796445	0.18565633120803132
76	keskaigaine	0.09975433164347011	0.3417909160299991	0.22077262383673463
77	vaskine	0.12398305433860209	0.3330102151046853	0.2284966347216437
78	jagadandtablic	0.07812605922079767	0.3771689568846246	0.22764750805271114
79	naba	0.13593941686456543	0.2988639821689355	0.21740169951675048
80	kertläžund	0.10027663206023843	0.3804480396447995	0.24036233585251898
81	abidakaz	0.11699190106716008	0.3202619717616129	0.2186269364143865
82	korobaine	0.11253786987781646	0.4055122158759342	0.25902504287687533
83	ol’gkatuz	0.10830508126929736	0.36814557976886525	0.2382253305190813
84	ižand	0.1294273257333257	0.3327140219545518	0.23107067384393876
85	ozateluztaho	0.09011475690198825	0.4013630939185421	0.24573892541026515
86	rusked	0.12457562714357802	0.320371396890215	0.2224735120168965
87	arvostelend	0.09407381263793423	0.42259973779130877	0.2583367752146215
88	ilovänd	0.11769400587438786	0.31867317153145086	0.21818358870291937
89	raudtelämoi	0.09319664036405857	0.43976372297823657	0.26648018167114756
90	viliktuda	0.11639227908716313	0.3799721584266719	0.24818221875691754
91	londusine	0.10943817399611383	0.38696529649358363	0.24820173524484873
92	kivitada	0.12689971864748328	0.3479023249995418	0.23740102182351255
93	kerita	0.13931912824914452	0.36887782698777943	0.254098477618462
94	kananpoigaine	0.08654803226456928	0.3974893331854511	0.2420186827250102
95	bringand	0.11477195665932724	0.36551761809549194	0.24014478737740957
96	kaitas	0.13679731461711964	0.32167599989227436	0.229236657254697
97	jekophein	0.10528523565181559	0.3281595694387938	0.2167224025453047
98	opendamatoi	0.09548863385605698	0.3965649843880733	0.24602680912206515
99	tönduda	0.12314250355097607	0.31391820179263746	0.21853035267180676
100	rubeta	0.13282613086305758	0.3156925642896395	0.22425934757634852
101	but’k	0.12582100299753823	0.28702122319282364	0.20642111309518094
102	luvišk	0.12319147824253804	0.3121585828409473	0.21767503054174264
103	atelje	0.12229507528981301	0.35672412256548186	0.23950959892764745
104	argkeitoz	0.10915273904053563	0.42392969456212226	0.2665412168013289
105	ladvestada	0.10900210363807061	0.33343085214989365	0.22121647789398213
106	ihastuda	0.12329321104751458	0.3604443446951209	0.24186877787131772
107	sugida	0.13326048365988372	0.3279970825444963	0.23062878310218998
108	vaumita	0.1305799283453631	0.3295957737793841	0.23008785106237362
109	kämikod	0.11958368031684015	0.3089484282807306	0.21426605429878537
110	lukpähut	0.10978309745258169	0.307030579836735	0.20840683864465834
111	mašt’a	0.13069088238836468	0.27150420987487356	0.20109754613161912
112	Kirjutuz	0.11382738559348474	0.24786905760709357	0.18084822160028916
113	ičetahtnik	0.10177929822255248	0.4097190747497573	0.25574918648615486
114	termišt	0.11976742744272523	0.3207719647675271	0.22026969610512617
115	vedelta	0.1253171641671426	0.3336255580448756	0.22947136110600908
116	mecnikoita	0.10511833987266193	0.35327532606256123	0.2291968329676116
117	ročilaine	0.11145439312829727	0.3421327986741119	0.22679359590120457
118	hernehkeitoz	0.08885311073236671	0.3816545612824352	0.23525383600740096
119	kazda	0.13799197327062057	0.2863772547487659	0.21218461400969324
120	ühtenarvoižuz’	0.07770291143659672	0.41535982485336986	0.24653136814498328
121	vajehtez	0.11469708776036505	0.34278678239224963	0.22874193507630736
122	mel’kuva	0.11540581436176545	0.3652374598479647	0.24032163710486507
123	nürkutada	0.11660501227166511	0.34484561621704896	0.23072531424435705
124	čukloiteldas	0.09312826971382644	0.40341702852832506	0.24827264912107574
125	kastelim	0.11627849517080799	0.42132514862032294	0.26880182189556545
126	produktivine	0.089836649056074	0.37579339836110776	0.23281502370859086
127	henkta	0.13380805537610913	0.3087524936821581	0.22128027452913362
128	holetoi	0.12218486460823252	0.31829911230220254	0.22024198845521753
129	kazvmuzkeitoz	0.08374356784679754	0.4234797430747474	0.25361165546077247
130	lihaz	0.13139378951273653	0.3314096415917242	0.23140171555223038
131	koverzoitta	0.09877402819265622	0.3722838948744571	0.23552896153355668
132	klassrad	0.11582672921964567	0.3574566363146507	0.23664168276714817
133	pinkta	0.13432886310593567	0.33968455401494313	0.2370067085604394
134	todištamatoi	0.09031039783566858	0.3411772238764922	0.21574381085608038
135	painuzoiktuz’	0.0853954605807819	0.42084330219490745	0.2531193813878447
136	redutuk	0.12057496098804199	0.35059991837629895	0.23558743968217047
137	nilkotada	0.11776048444635213	0.3805754815901627	0.2491679830182574
138	vedenvägi	0.10265403975017452	0.32636291585900906	0.21450847780459179
139	painatez	0.11946163039800932	0.40560104668579433	0.2625313385419018
140	mudapohjaine	0.09071098036547678	0.37821063970466456	0.2344608100350707
141	erotelda	0.11916833682470843	0.35814758799379504	0.23865796240925174
142	pihthed	0.11859659478514982	0.3369603375608014	0.22777846617297562
143	pičkaiduz	0.11005572780878115	0.3796337192994778	0.24484472355412948
144	päčinrahkoi	0.0933112040873596	0.3642194358343355	0.22876531996084756
145	löug	0.12507371182206425	0.23963717110119495	0.1823554414616296
146	pigahihtai	0.10484236608391892	0.35863883641397143	0.2317406012489452
147	pagomatk	0.11690078073014099	0.3579171450075237	0.23740896286883234
148	keskigä	0.11868655610330475	0.3120991159246164	0.2153928360139606
149	upotez	0.12430588041424974	0.33360258840102885	0.2289542344076393
150	kargaiduzmaht	0.08554868217274808	0.42880436211007156	0.25717652214140985
151	vaskvanuim	0.10138527257640186	0.3791975867044693	0.24029142964043557
152	gradus	0.12326058097975846	0.32700039645150475	0.2251304887156316
153	sud	0.13091222413837178	0.2718584154201499	0.20138531977926083
154	leibäd	0.12369656621995069	0.3040773780712747	0.2138869721456127
155	kezasport	0.10561534173226676	0.3956175175101679	0.25061642962121733
156	reboi	0.12765009419488496	0.3149859608957403	0.22131802754531266
157	muzeiharvuz’	0.08806710449545058	0.3829868373706822	0.23552697093306638
158	ridüuta	0.12515276112966026	0.33987876333725425	0.23251576223345727
159	tüništoitta	0.09697779889319066	0.31766411268079636	0.2073209557869935
160	segiida	0.1264654944264519	0.3291533072987951	0.22780940086262352
161	märganzoitta	0.09213001483524089	0.37008043818619274	0.2311052265107168
162	očkhodr	0.11543702879253676	0.27632811833949666	0.1958825735660167
163	para	0.1387608015294929	0.3003686181155163	0.2195647098225046
164	pakitas	0.13006312402667342	0.3200786160969547	0.22507087006181406
165	paginaline	0.10647297803613098	0.33739276384449096	0.22193287094031097
166	ülenzoitta	0.10442179521045668	0.3761328841599482	0.24027733968520246
167	käveluzhašk	0.09382654780380242	0.3634852379934402	0.22865589289862132
168	papatada	0.12629280986651487	0.29449371872786634	0.2103932642971906
169	ülälahjakaz	0.09398127864670984	0.2614158180899225	0.17769854836831617
170	anop’	0.12458291272580754	0.31417838671784876	0.21938064972182814
171	neidižaig	0.1083920422349352	0.37066826174404727	0.23953015198949124
172	puhtastuzjauh	0.08409202221219454	0.3424431456996144	0.21326758395590448
173	tudeita	0.1293785348619227	0.3785612509627035	0.2539698929123131
174	härkin	0.12493375489006875	0.3195819932274292	0.22225787405874897
175	todenzoitta	0.0978087964438622	0.3615183434182389	0.22966356993105055
176	mul’ač	0.1233657812145594	0.310478256188	0.2169220187012797
177	munajauh	0.1142254480007535	0.3127294436452051	0.2134774458229793
178	kogota	0.13356393906252567	0.29717797818100566	0.21537095862176567
179	tundmuz	0.11797508580832648	0.33773956878929556	0.22785732729881103
180	jokseta	0.12462626509361864	0.32829644088361287	0.22646135298861575
181	kazvatuzsistem	0.07883930156232709	0.412806101090691	0.24582270132650905
182	kunutvarz’	0.10147434376644075	0.38416236208288235	0.24281835292466156
183	seižuhtada	0.10796481941096685	0.3620199674000722	0.23499239340551953
184	erimujuine	0.10094049052956502	0.28846652559726726	0.19470350806341613
185	päčinpohj	0.10213760319066842	0.28885213955684724	0.19549487137375782
186	lugumäraine	0.09613418173692775	0.3714829500006047	0.23380856586876625
187	hir’pulo	0.10971738195314047	0.3154202952184264	0.21256883858578343
188	akacii	0.12451765123263507	0.3324776309330735	0.22849764108285428
189	ehtatadas	0.11375911672750268	0.3262678356763957	0.2200134762019492
190	pageta	0.13598403713025356	0.29534088822755156	0.21566246267890254
191	ordinaline	0.10427970856780176	0.38774330840812044	0.2460115084879611
192	avaruz’sobad	0.08725722247752284	0.3380495733540135	0.21265339791576815
193	keskitada	0.11964263213968876	0.37738198463269074	0.24851230838618976
194	humalikaz	0.11148486436377306	0.3497283560973408	0.23060661023055695
195	gollištumine	0.09004721607507994	0.38914026180001077	0.23959373893754535
196	ostai	0.1345904850413905	0.3817596067472105	0.2581750458943005
197	upota	0.13579653783371187	0.29984808362413623	0.21782231072892405
198	täutta	0.13160831098484513	0.2795851676512448	0.20559673931804495
199	naine	0.13395318552060156	0.37825841167980895	0.25610579860020527
200	nämlötada	0.11320991580953538	0.3182457810192087	0.21572784841437204
201	kodiemäg	0.11120184821264514	0.35367447220919	0.23243816021091757
202	lamoh	0.12709110063602588	0.3254334451948057	0.22626227291541579
203	kalutada	0.12987965897428264	0.3099596850736068	0.21991967202394475
204	azjbumag	0.11164219772244732	0.28715544935807324	0.19939882354026028
205	turu	0.12955194719885707	0.2971658905273973	0.2133589188631272
206	nügel	0.12176653857210554	0.20904749669557066	0.16540701763383808
207	stol	0.1274797810251981	0.27959487465037064	0.2035373278377844
208	rauk	0.13302069486176113	0.34522069035138736	0.23912069260657426
209	barabanda	0.11342463388426624	0.2898172171403819	0.20162092551232408
210	pahannägoine	0.0891222225159948	0.3403915320485446	0.21475687728226972
211	kiglutada	0.1182039791398432	0.38846663875446397	0.25333530894715356
212	hillenzuda	0.10365085327431985	0.3724377922871301	0.23804432278072496
213	tähk	0.12628566182234402	0.2621510118224758	0.1942183368224099
214	värohjata	0.11022565354899744	0.3044249993509581	0.20732532644997778
215	soja	0.1327927894254862	0.2944801906898612	0.2136364900576737
216	lähtmine	0.11582149233828597	0.36674661991660423	0.2412840561274451
217	gumanine	0.11682476801650751	0.3534631389495527	0.23514395348303013
218	vil’da	0.12993887041914465	0.31171914581596866	0.22082900811755665
219	veziuit	0.1202781849711961	0.3508219852596646	0.23555008511543035
220	kulo	0.13030255679689662	0.2885415515685186	0.2094220541827076
221	noiduz’	0.11885129462838356	0.34343404413024226	0.2311426693793129
222	läbikävundhonuz	0.07158888770144599	0.3642772320426047	0.21793305987202535
223	rikoi	0.12969838982554044	0.31503183538609186	0.22236511260581615
224	pezelta	0.12541323868260554	0.30916310178046036	0.21728817023153296
225	kükištuda	0.11531432997620869	0.3547725995661735	0.2350434647711911
226	pautinpaid	0.10533311222506889	0.4024591032218962	0.25389610772348253
227	raid	0.13734278706759206	0.3642363490410877	0.2507895680543399
228	pakičaine	0.11342325882163139	0.36599132939298773	0.23970729410730957
229	lellida	0.1265461197186065	0.3306320414141829	0.2285890805663947
230	azerbaidžanalaine	0.06642664542618255	0.393309391410802	0.22986801841849228
231	nilaita	0.13121492541714375	0.3229306319940914	0.22707277870561757
232	neidižvald	0.09979153211356032	0.38785787428656365	0.243824703200062
233	lohi	0.13001541832427294	0.3048702537007205	0.21744283601249673
234	zakonankundlijaine	0.0635458241406555	0.4070991580780939	0.2353224911093747
235	tabaduda	0.12044217129718782	0.3207436684388655	0.22059291986802665
236	laged	0.13100227966982578	0.3024220502420424	0.2167121649559341
237	maid	0.1366474845213682	0.36134970679338907	0.24899859565737864
238	lambhannahk	0.09408094880474809	0.328236698288458	0.21115882354660304
239	il’manpainuz	0.0898420079318808	0.3809223079720908	0.2353821579519858
240	gor’aine	0.11708052196515754	0.37039699965619827	0.2437387608106779
241	elo-oza	0.1189905819113361	0.33305809880649795	0.22602434035891703
242	kanfetkäreg	0.09300014778069622	0.37119487170650595	0.23209750974360108
243	kangazpu	0.11375651448025863	0.3495311671003995	0.23164384079032907
244	marjžom	0.11596500575702785	0.2808198562872061	0.19839243102211698
245	türm	0.12511291001139252	0.24695791632666741	0.18603541316902997
246	elimišt	0.11905604005439185	0.3402363604514118	0.22964620025290183
247	puhtastai	0.11362513458975268	0.38581717596812015	0.2497211552789364
248	keskuz	0.1255242858132543	0.28715848657180193	0.20634138619252812
249	kargeita	0.12493629194108463	0.3542265818267098	0.23958143688389721
250	kuva	0.13620053410785396	0.33240373140386664	0.23430213275586032
251	palik	0.13190750118394526	0.34507950711998425	0.23849350415196474
252	ambundhihtai	0.08994901001225153	0.3983058258733526	0.24412741794280207
253	tedotai	0.12710946079546523	0.40949195718128956	0.2683007089883774
254	tundii	0.12471547661150201	0.3679381493961497	0.24632681300382586
255	ahtištelda	0.10572634719012047	0.36395790604375416	0.23484212661693732
256	pasportantarkištuz	0.06325726593372376	0.4295268018543734	0.2463920338940486
257	reklamradnik	0.08984105099496387	0.4192588241115431	0.2545499375532535
258	pal’mikoita	0.0995374130772662	0.3634359582675044	0.2314866856723853
259	kunigahanpoig	0.08280808970526313	0.3955849529051572	0.23919652130521019
260	kalatoi	0.1268640416321876	0.3643588429454287	0.24561144228880816
261	kitändsana	0.10374526204799316	0.4127740243511302	0.2582596431995617
262	mujušampun’	0.09195635203977025	0.313534015195104	0.20274518361743712
263	pagištelda	0.10753279318162678	0.35182551108002397	0.22967915213082538
264	pakuine	0.12550521882885882	0.35006672090641483	0.23778596986763684
265	čudida	0.132080161142059	0.29616322221168356	0.21412169167687128
266	praznikkengäd	0.08103502847393791	0.3981343646118481	0.239584696542893
267	päivänteraline	0.08052747512498029	0.3643410518401132	0.22243426348254675
268	lainištada	0.1107580858192214	0.34134287612090763	0.22605048097006453
269	hüvämeline	0.10005036401246928	0.2819611184501454	0.1910057412313073
270	konservoida	0.09834348354481588	0.38273352979658204	0.24053850667069895
271	modakaz	0.12289534478315714	0.292132371085085	0.20751385793412108
272	čukloiteldas	0.09312826971382644	0.4024295077423649	0.24777888872809567
273	mecakišt	0.1138665737665056	0.3703888886707663	0.24212773121863596
274	harvahk	0.12044054738429764	0.2676070245824069	0.1940237859833523
275	pil’kištada	0.10145396538469235	0.3543872918872926	0.2279206286359925
276	muštatez	0.11605254746157868	0.3678883937584435	0.2419704706100111
277	tuhk	0.12890876181041985	0.30734445843855884	0.21812661012448936
278	haikargaz	0.11124799492914182	0.35947922469882887	0.23536360981398535
279	maidonmagu	0.10222111615760399	0.4010113801515649	0.25161624815458444
280	nel’l’jaugaine	0.07886556874329222	0.3679950355737555	0.22343030215852386
281	ulaata	0.13344930214241243	0.2883720554583464	0.2109106788003794
282	oligarhine	0.10289553235105563	0.35365636342132106	0.22827594788618835
283	kondjankarv	0.09443686466217048	0.3609202106178759	0.2276785376400232
284	maidonvuitte	0.09038491986948749	0.41231448711552715	0.2513497034925073
285	holitamine	0.10742985443695378	0.43555256502178835	0.2714912097293711
286	tedustada	0.11676625519336946	0.33200196479385974	0.2243841099936146
287	kiruhaig	0.11791157659976156	0.36510218759053514	0.24150688209514837
288	kagrlapoštesed	0.07815887756478224	0.39890319231537535	0.2385310349400788
289	liigatelda	0.10603769902942328	0.3668671762814021	0.23645243765541268
290	kinofestival’	0.08411541292621583	0.40964850465168046	0.24688195878894814
291	labota	0.13539113699723407	0.29159146245065204	0.21349129972394304
292	sadas	0.1326064124337577	0.25347428354476736	0.19304034798926253
293	röstta	0.12989059259351463	0.2803717332372474	0.20513116291538103
294	nimisana	0.11837149164730516	0.35676746096723	0.23756947630726757
295	astta	0.13821902802962846	0.26901190797354396	0.2036154680015862
296	käregoitta	0.10615893961439261	0.384336433029788	0.2452476863220903
297	videnz’	0.11648042703684207	0.25708014144600816	0.18678028424142512
298	koretoi	0.12389174252168393	0.32713057662139783	0.2255111595715409
299	rändüda	0.1212696048918482	0.23870551393316736	0.17998755941250777
300	babita	0.13604504265496647	0.294016365698168	0.21503070417656725
301	väritada	0.12580363075482143	0.34481574026108885	0.23530968550795514
302	takarta	0.12893974407809516	0.3004335057446079	0.21468662491135154
303	rok	0.1284557922424746	0.27373318498195165	0.20109448861221313
304	muzaverine	0.10271151867165465	0.4061073831803253	0.25440945092599
305	vagolind	0.11699215610063207	0.3852548931302795	0.2511235246154558
306	puišt	0.13000598992239237	0.31660784938819414	0.22330691965529326
307	kändeltas	0.11158989346922414	0.35490189391688765	0.2332458936930559
308	elonkirjutai	0.09089812760326187	0.4575095956497759	0.2742038616265189
309	merenpoline	0.09599239562002784	0.30830492919884495	0.2021486624094364
310	vezitipp	0.11332698973788342	0.3343641125456434	0.2238455511417634
311	tropine	0.12031855876773592	0.31789617053442676	0.21910736465108133
312	oravanhänd	0.0990353746359659	0.33803195680235887	0.21853366571916238
313	gul’g	0.12234142026447374	0.24919777409895008	0.1857695971817119
314	arguz’	0.1225855208547164	0.3169843200901164	0.2197849204724164
315	kerandez	0.11716462581334333	0.37247219055067415	0.24481840818200873
316	vago	0.1289945270739341	0.2822128727605151	0.2056036999172246
317	pöl’göitelda	0.09050916292294574	0.34461105864808417	0.21756011078551496
318	altar’	0.1271770091897408	0.34023770915356577	0.23370735917165328
319	mugavoita	0.11369436865818361	0.35394223986482065	0.23381830426150213
320	imittuda	0.12144666972113446	0.35641776889901977	0.23893221931007713
321	nel’l’čoganik	0.08062978652927241	0.3800066847023017	0.23031823561578707
322	keväz’pol’	0.09496349856637466	0.289911745597021	0.19243762208169782
323	kazvmeine	0.11013676412186385	0.3956696638792788	0.25290321400057136
324	parata	0.13826273565342428	0.28823993151422234	0.2132513335838233
325	pompata	0.1263916487110991	0.2870596915598584	0.20672567013547874
326	gagura	0.12845880095575676	0.31798466627870653	0.22322173361723163
327	iginoi	0.12289031185768627	0.30360270182421784	0.21324650684095206
328	vägetomuz’	0.09907129804183776	0.3300388232281132	0.21455506063497548
329	čomitada	0.12503178249319588	0.33922077967200104	0.23212628108259847
330	kajahtand	0.11434309554890697	0.3723927534581627	0.24336792450353484
331	suug	0.12596781724084652	0.24243148910570086	0.1841996531732737
332	kuz’nedaline	0.09167361822779543	0.3797338543303962	0.2357037362790958
333	külä	0.12496200506584161	0.22288623835894647	0.17392412171239405
334	Vengria	0.12123597644566671	0.3062772436598798	0.21375661005277324
335	notkta	0.13318238546616837	0.3267346449702132	0.22995851521819077
336	mel’segoituz	0.0891058986745245	0.3798937594842222	0.23449982907937336
337	vastusenpidänd	0.0779542763405257	0.4177898106385769	0.2478720434895513
338	sulatada	0.12626977256174804	0.32124957121346626	0.22375967188760715
339	maršmuzik	0.10654244761740393	0.37652480917051095	0.24153362839395745
340	kadond	0.12893318320166236	0.3466251303581997	0.23777915677993103
341	tuhosine	0.11525975787850037	0.33263079540583584	0.22394527664216812
342	tahtnik	0.12280896890007922	0.40177202071675894	0.2622904948084191
343	arvostelemine	0.08384235613795626	0.4378953036875398	0.26086882991274807
344	kukerzuda	0.11213833109268806	0.31876541290290517	0.2154518719977966
345	arvoine	0.12272526765763264	0.3346556733659957	0.22869047051181418
346	opeta	0.1365961452930075	0.3055124308005508	0.22105428804677915
347	pärm	0.1253892971976788	0.21987350182540044	0.1726313995115396
348	mistine	0.12375003052603588	0.2989223492638308	0.21133618989493336
349	keskvozne	0.10622082955302649	0.2587383620721942	0.18247959581261033
350	kop	0.12725860613966433	0.24128879666519815	0.18427370140243124
351	terakaz	0.1242870243072211	0.33495620835025725	0.22962161632873918
352	peitkalatuz	0.09853373619822395	0.4328949319441765	0.2657143340712002
353	tipp	0.12674753718765375	0.30198048820002454	0.21436401269383915
354	tuhaita	0.13113969384377058	0.3214138367412258	0.22627676529249818
355	mugoita	0.1289179407404977	0.34135571506837264	0.23513682790443519
356	hilleta	0.1257248730615604	0.3510803832281819	0.23840262814487118
357	poltatez	0.11783779040797134	0.37988882972947957	0.24886331006872545
358	virusläžund	0.09198824236795979	0.3435565911143216	0.21777241674114067
359	anastuzplan	0.09532469643725887	0.38217902258374503	0.23875185951050196
360	kehundaig	0.11129574907973966	0.4239964549991639	0.26764610203945177
361	käskelta	0.11873013041955008	0.3248435729913086	0.22178685170542933
362	murutada	0.1262311195981239	0.33497862601868994	0.2306048728084069
363	raudsep	0.11767410429768005	0.3702983516739565	0.2439862279858183
364	muzavihand	0.10300379226143877	0.3393931155813266	0.2211984539213827
365	pol’šalaine	0.09777113058637694	0.33817528443034006	0.2179732075083585
366	kändluzsistem	0.08237674864207936	0.4227252021306946	0.252550975386387
367	teatrgardalei	0.08429258221282028	0.42377089214837277	0.2540317371805965
368	neidištada	0.10868276178180727	0.3531675337428611	0.2309251477623342
369	nit	0.1342002393713915	0.327529642480427	0.23086494092590926
370	maksunmahtai	0.09183370852795514	0.3796267415676508	0.23573022504780297
371	mectuzaig	0.10920347585686133	0.3923401600364974	0.25077181794667935
372	räzäita	0.12484743438024595	0.3140587796267937	0.21945310700351983
373	openuda	0.1253498727098224	0.33593952476630334	0.23064469873806287
374	höpsta	0.12824897668307333	0.23363265980194572	0.18094081824250952
375	sportmal’l’	0.09255840271163471	0.3631614300325898	0.22785991637211228
376	merilaiv	0.11758104575424433	0.36853703427349854	0.24305904001387144
377	humalzuda	0.11231039333615057	0.3053716534918456	0.20884102341399807
378	kavag’pu	0.111214295644147	0.3170160861256653	0.21411519088490616
379	problem	0.11505630304030318	0.300635276907523	0.2078457899739131
380	pit’k	0.12810813598304763	0.2503092135138906	0.18920867474846914
381	ristikoita	0.10548774159020491	0.3044006181493511	0.204944179869778
382	intensivine	0.09373983140921953	0.3001919146620264	0.19696587303562296
383	muštlahj	0.11262432647709716	0.3317630536732884	0.2221936900751928
384	arvvald	0.11879218246798995	0.3338358437153187	0.22631401309165433
385	tera	0.13726758807872613	0.34821504082170796	0.24274131445021704
386	čakanotai	0.11342262040659923	0.3992523351696764	0.2563374777881378
387	järvenkara	0.10202966884680922	0.34939575382649285	0.22571271133665105
388	podvig	0.12198246079350789	0.2847667365594708	0.20337459867648935
389	levette	0.12057955048208219	0.254936281067869	0.18775791577497558
390	laida	0.1420599576680469	0.2985645840789889	0.2203122708735179
391	noveluz’	0.11170506445159792	0.32591674317068964	0.21881090381114376
392	sadanz’	0.11897018588361392	0.2502643807627519	0.18461728332318292
393	hebonvägi	0.10297355597454629	0.32175409764052215	0.2123638268075342
394	jurdutand	0.11272162335734043	0.382806368056907	0.2477639957071237
395	brängaita	0.1118968919503053	0.2956242082641857	0.20376055010724548
396	laditoitta	0.10733919792917299	0.3467488276781298	0.22704401280365138
397	matktavarvagon	0.0770993220885588	0.3830205535870165	0.23005993783778764
398	peikata	0.13118283609539205	0.35031071048546175	0.2407467732904269
399	äred	0.12867053727559571	0.21497114467188233	0.171820840973739
400	kaks’kezraine	0.08549828370827618	0.3446894672897192	0.2150938754989977
